family,n_per_state,seed,k,model_contains,certified,accepted,advantage_accept,value_accept,false_accept,false_nearopt,updates,backups,bound,proposal_value,old_value,accepted_value,baseline,matched,gap,value_lower_difference,min_advantage,cumulative_backups,cumulative_menu_pairs,cumulative_gate_policy_evaluations,plugin_improvement,plugin_harm
fork1,200,5,8,True,False,True,False,True,False,False,2,3,0.736779535914,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.162847803093,-0.0563834917481,6,12,4,0.454532786805,False
fork1,200,5,32,True,False,True,False,True,False,False,2,3,1.17419637732,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111003549,-4.41848573528e-09,9,18,6,0.850663161797,False
fork1,200,6,2,True,False,False,False,False,False,False,2,3,0.232718786948,0.1919,0.11,0.11,0.11,0.1919,0,-0.0956999379422,-0.0115722013258,3,6,2,0.0819,False
fork1,200,6,8,True,False,True,False,True,False,False,2,3,0.70532658423,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.168109097123,-0.0511221980354,6,12,4,0.459532786305,False
fork1,200,6,32,True,False,True,False,True,False,False,2,3,1.12086677482,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.012111100881,-3.8923563114e-09,9,18,6,0.855663161797,False
fork1,200,7,2,True,False,False,False,False,False,False,2,3,0.173687276599,0.1901,0.11,0.11,0.11,0.1919,0.0018,-0.0520600621167,-0.0213521052458,3,6,2,0.0981,False
fork1,200,7,8,True,False,True,False,True,False,False,2,3,0.507156038651,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.195506738573,-0.0237245590118,6,12,4,0.479532784305,False
fork1,200,7,32,True,False,True,False,True,False,False,2,3,0.784861539755,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111036208,-1.15259213506e-09,9,18,6,0.875663161797,False
fork1,200,8,2,True,False,False,False,False,False,False,2,3,0.224659446207,0.1919,0.11,0.11,0.11,0.1919,0,-0.0969825996571,-0.00968758591968,3,6,2,0.0864,False
fork1,200,8,8,True,False,True,False,True,False,False,2,3,0.736779535914,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.162847803093,-0.0563834917481,6,12,4,0.454532786805,False
fork1,200,8,32,True,False,True,False,True,False,False,2,3,1.17419637732,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111003549,-4.41848573528e-09,9,18,6,0.850663161797,False
fork1,200,9,2,True,False,False,False,False,False,False,2,3,0.21150690776,0.1901,0.11,0.11,0.11,0.1919,0.0018,-0.0675239370464,-0.035307013036,3,6,2,0.0891,False
fork1,200,9,8,True,False,True,False,True,False,False,2,3,0.626820036837,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.180001285514,-0.0392300105614,6,12,4,0.469532785305,False
fork1,200,9,32,True,False,True,False,True,False,False,2,3,0.987756120892,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111020702,-2.70313744508e-09,9,18,6,0.865663161797,False
fork1,200,10,2,True,False,False,False,False,False,False,2,3,0.232718786948,0.1919,0.11,0.11,0.11,0.1919,0,-0.0956999379422,-0.0115722013258,3,6,2,0.0819,False
fork1,200,10,8,True,False,True,False,True,False,False,2,3,0.70532658423,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.168109097123,-0.0511221980354,6,12,4,0.459532786305,False
fork1,200,10,32,True,False,True,False,True,False,False,2,3,1.12086677482,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.012111100881,-3.8923563114e-09,9,18,6,0.855663161797,False
fork1,200,11,2,True,False,False,False,False,False,False,2,3,0.215362019157,0.1919,0.11,0.11,0.11,0.1919,0,-0.0972148190436,-0.00746829866206,3,6,2,0.0909,False
fork1,200,11,8,True,False,True,False,True,False,False,2,3,0.764315094608,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.157930421965,-0.0613008726311,6,12,4,0.449532787305,False
fork1,200,11,32,True,False,True,False,True,False,False,2,3,1.22088390015,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121110998632,-4.91022387275e-09,9,18,6,0.845663161797,False
fork1,200,12,2,True,False,False,False,False,False,False,2,3,0.232718786948,0.1919,0.11,0.11,0.11,0.1919,0,-0.0956999379422,-0.0115722013258,3,6,2,0.0819,False
fork1,200,12,8,True,False,True,False,True,False,False,2,3,0.70532658423,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.168109097123,-0.0511221980354,6,12,4,0.459532786305,False
fork1,200,12,32,True,False,True,False,True,False,False,2,3,1.12086677482,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.012111100881,-3.8923563114e-09,9,18,6,0.855663161797,False
fork1,200,13,2,True,False,False,False,False,False,False,2,3,0.215362019157,0.1919,0.11,0.11,0.11,0.1919,0,-0.0972148190436,-0.00746829866206,3,6,2,0.0909,False
fork1,200,13,8,True,False,True,False,True,False,False,2,3,0.764315094608,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.157930421965,-0.0613008726311,6,12,4,0.449532787305,False
fork1,200,13,32,True,False,True,False,True,False,False,2,3,1.22088390015,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121110998632,-4.91022387275e-09,9,18,6,0.845663161797,False
fork1,200,14,2,True,False,False,False,False,False,False,2,3,0.224659446207,0.1919,0.11,0.11,0.11,0.1919,0,-0.0969825996571,-0.00968758591968,3,6,2,0.0864,False
fork1,200,14,8,True,False,True,False,True,False,False,2,3,0.736779535914,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.162847803093,-0.0563834917481,6,12,4,0.454532786805,False
fork1,200,14,32,True,False,True,False,True,False,False,2,3,1.17419637732,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111003549,-4.41848573528e-09,9,18,6,0.850663161797,False
fork1,200,15,2,True,False,False,False,False,False,False,2,3,0.21150690776,0.1901,0.11,0.11,0.11,0.1919,0.0018,-0.0675239370464,-0.035307013036,3,6,2,0.0891,False
fork1,200,15,8,True,False,True,False,True,False,False,2,3,0.626820036837,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.180001285514,-0.0392300105614,6,12,4,0.469532785305,False
fork1,200,15,32,True,False,True,False,True,False,False,2,3,0.987756120892,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111020702,-2.70313744508e-09,9,18,6,0.865663161797,False
fork1,200,16,2,True,False,False,False,False,False,False,2,3,0.224884173327,0.1901,0.11,0.11,0.11,0.1919,0.0018,-0.0736323189056,-0.0409013294278,3,6,2,0.0846,False
fork1,200,16,8,True,False,True,False,True,False,False,2,3,0.669146654877,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.173785378519,-0.0454459170418,6,12,4,0.464532785805,False
fork1,200,16,32,True,False,True,False,True,False,False,2,3,1.05952241291,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111014487,-3.32472815528e-09,9,18,6,0.860663161797,False
fork1,200,17,2,True,False,False,False,False,False,False,2,3,0.224884173327,0.1901,0.11,0.11,0.11,0.1919,0.0018,-0.0736323189056,-0.0409013294278,3,6,2,0.0846,False
fork1,200,17,8,True,False,True,False,True,False,False,2,3,0.669146654877,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.173785378519,-0.0454459170418,6,12,4,0.464532785805,False
fork1,200,17,32,True,False,True,False,True,False,False,2,3,1.05952241291,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111014487,-3.32472815528e-09,9,18,6,0.860663161797,False
fork1,200,18,2,True,False,False,False,False,False,False,2,3,0.232718786948,0.1919,0.11,0.11,0.11,0.1919,0,-0.0956999379422,-0.0115722013258,3,6,2,0.0819,False
fork1,200,18,8,True,False,True,False,True,False,False,2,3,0.70532658423,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.168109097123,-0.0511221980354,6,12,4,0.459532786305,False
fork1,200,18,32,True,False,True,False,True,False,False,2,3,1.12086677482,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.012111100881,-3.8923563114e-09,9,18,6,0.855663161797,False
fork1,200,19,2,True,False,False,False,False,False,False,2,3,0.215362019157,0.1919,0.11,0.11,0.11,0.1919,0,-0.0972148190436,-0.00746829866206,3,6,2,0.0909,False
fork1,200,19,8,True,False,True,False,True,False,False,2,3,0.764315094608,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.157930421965,-0.0613008726311,6,12,4,0.449532787305,False
fork1,200,19,32,True,False,True,False,True,False,False,2,3,1.22088390015,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121110998632,-4.91022387275e-09,9,18,6,0.845663161797,False
fork1,200,20,2,True,False,False,False,False,False,False,2,3,0.224884173327,0.1901,0.11,0.11,0.11,0.1919,0.0018,-0.0736323189056,-0.0409013294278,3,6,2,0.0846,False
fork1,200,20,8,True,False,True,False,True,False,False,2,3,0.669146654877,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.173785378519,-0.0454459170418,6,12,4,0.464532785805,False
fork1,200,20,32,True,False,True,False,True,False,False,2,3,1.05952241291,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111014487,-3.32472815528e-09,9,18,6,0.860663161797,False
fork1,200,21,2,True,False,False,False,False,False,False,2,3,0.215362019157,0.1919,0.11,0.11,0.11,0.1919,0,-0.0972148190436,-0.00746829866206,3,6,2,0.0909,False
fork1,200,21,8,True,False,True,False,True,False,False,2,3,0.764315094608,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.157930421965,-0.0613008726311,6,12,4,0.449532787305,False
fork1,200,21,32,True,False,True,False,True,False,False,2,3,1.22088390015,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121110998632,-4.91022387275e-09,9,18,6,0.845663161797,False
fork1,200,22,2,True,False,False,False,False,False,False,2,3,0.232718786948,0.1919,0.11,0.11,0.11,0.1919,0,-0.0956999379422,-0.0115722013258,3,6,2,0.0819,False
fork1,200,22,8,True,False,True,False,True,False,False,2,3,0.70532658423,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.168109097123,-0.0511221980354,6,12,4,0.459532786305,False
fork1,200,22,32,True,False,True,False,True,False,False,2,3,1.12086677482,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.012111100881,-3.8923563114e-09,9,18,6,0.855663161797,False
fork1,200,23,2,True,False,False,False,False,False,False,2,3,0.215362019157,0.1919,0.11,0.11,0.11,0.1919,0,-0.0972148190436,-0.00746829866206,3,6,2,0.0909,False
fork1,200,23,8,True,False,True,False,True,False,False,2,3,0.764315094608,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.157930421965,-0.0613008726311,6,12,4,0.449532787305,False
fork1,200,23,32,True,False,True,False,True,False,False,2,3,1.22088390015,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121110998632,-4.91022387275e-09,9,18,6,0.845663161797,False
fork1,200,24,2,True,False,False,False,False,False,False,2,3,0.21150690776,0.1901,0.11,0.11,0.11,0.1919,0.0018,-0.0675239370464,-0.035307013036,3,6,2,0.0891,False
fork1,200,24,8,True,False,True,False,True,False,False,2,3,0.626820036837,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.180001285514,-0.0392300105614,6,12,4,0.469532785305,False
fork1,200,24,32,True,False,True,False,True,False,False,2,3,0.987756120892,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111020702,-2.70313744508e-09,9,18,6,0.865663161797,False
fork1,200,25,2,True,False,False,False,False,False,False,2,3,0.21150690776,0.1901,0.11,0.11,0.11,0.1919,0.0018,-0.0675239370464,-0.035307013036,3,6,2,0.0891,False
fork1,200,25,8,True,False,True,False,True,False,False,2,3,0.626820036837,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.180001285514,-0.0392300105614,6,12,4,0.469532785305,False
fork1,200,25,32,True,False,True,False,True,False,False,2,3,0.987756120892,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111020702,-2.70313744508e-09,9,18,6,0.865663161797,False
fork1,200,26,2,True,False,False,False,False,False,False,2,3,0.21150690776,0.1901,0.11,0.11,0.11,0.1919,0.0018,-0.0675239370464,-0.035307013036,3,6,2,0.0891,False
fork1,200,26,8,True,False,True,False,True,False,False,2,3,0.626820036837,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.180001285514,-0.0392300105614,6,12,4,0.469532785305,False
fork1,200,26,32,True,False,True,False,True,False,False,2,3,0.987756120892,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111020702,-2.70313744508e-09,9,18,6,0.865663161797,False
fork1,200,27,2,True,False,False,False,False,False,False,2,3,0.232718786948,0.1919,0.11,0.11,0.11,0.1919,0,-0.0956999379422,-0.0115722013258,3,6,2,0.0819,False
fork1,200,27,8,True,False,True,False,True,False,False,2,3,0.70532658423,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.168109097123,-0.0511221980354,6,12,4,0.459532786305,False
fork1,200,27,32,True,False,True,False,True,False,False,2,3,1.12086677482,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.012111100881,-3.8923563114e-09,9,18,6,0.855663161797,False
fork1,200,28,2,True,False,False,False,False,False,False,2,3,0.215362019157,0.1919,0.11,0.11,0.11,0.1919,0,-0.0972148190436,-0.00746829866206,3,6,2,0.0909,False
fork1,200,28,8,True,False,True,False,True,False,False,2,3,0.764315094608,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.157930421965,-0.0613008726311,6,12,4,0.449532787305,False
fork1,200,28,32,True,False,True,False,True,False,False,2,3,1.22088390015,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121110998632,-4.91022387275e-09,9,18,6,0.845663161797,False
fork1,200,29,2,True,False,False,False,False,False,False,2,3,0.21150690776,0.1901,0.11,0.11,0.11,0.1919,0.0018,-0.0675239370464,-0.035307013036,3,6,2,0.0891,False
fork1,200,29,8,True,False,True,False,True,False,False,2,3,0.626820036837,0.569532786305,0.11,0.569532786305,0.11,0.569532786305,0,0.180001285514,-0.0392300105614,6,12,4,0.469532785305,False
fork1,200,29,32,True,False,True,False,True,False,False,2,3,0.987756120892,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.0121111020702,-2.70313744508e-09,9,18,6,0.865663161797,False
fork1,2000,0,2,True,False,True,True,True,False,False,2,3,0.0478939976818,0.1919,0.11,0.1919,0.11,0.1919,0,0.0424207850023,0.0024397530689,3,6,2,0.08235,False
fork1,2000,0,8,True,True,True,False,True,False,False,1,2,0.00741531776227,0.569532786305,0.1919,0.569532786305,0.11,0.569532786305,0,0.310994367337,-0.02672556639,5,10,4,0.459032786355,False
fork1,2000,0,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224741,1.64376699309e-09,7,14,6,0.855163161797,False
fork1,2000,1,2,True,False,True,False,True,False,False,2,3,0.0431308050099,0.1901,0.11,0.1901,0.11,0.1919,0.0018,0.0549727754506,-0.0146038023407,3,6,2,0.0837,False
fork1,2000,1,8,True,True,True,False,True,False,False,1,2,0,0.569532786305,0.1901,0.569532786305,0.11,0.569532786305,0,0.333398232736,-0.000899297024552,5,10,4,0.463532785905,False
fork1,2000,1,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352225248,2.15107790064e-09,7,14,6,0.859663161797,False
fork1,2000,2,2,True,False,True,False,True,False,False,2,3,0.047720563161,0.1901,0.11,0.1901,0.11,0.1919,0.0018,0.0528590445612,-0.0166512418785,3,6,2,0.0819,False
fork1,2000,2,8,True,True,True,False,True,False,False,1,2,0,0.569532786305,0.1901,0.569532786305,0.11,0.569532786305,0,0.333170739615,-0.00112679007903,5,10,4,0.461532786105,False
fork1,2000,2,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.32435222502,1.92358461867e-09,7,14,6,0.857663161797,False
fork1,2000,3,2,True,False,True,True,True,False,False,2,3,0.0485927280345,0.1919,0.11,0.1919,0.11,0.1919,0,0.0421859736414,0.0020652016812,3,6,2,0.0819,False
fork1,2000,3,8,True,True,True,False,True,False,False,1,2,0.0039308224081,0.569532786305,0.1919,0.569532786305,0.11,0.569532786305,0,0.312050592942,-0.0256693407985,5,10,4,0.459532786305,False
fork1,2000,3,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224796,1.69935781663e-09,7,14,6,0.855663161797,False
fork1,2000,4,2,True,False,True,False,True,False,False,2,3,0.0488490590576,0.1901,0.11,0.1901,0.11,0.1919,0.0018,0.0523364150489,-0.0171583658527,3,6,2,0.08145,False
fork1,2000,4,8,True,True,True,False,True,False,False,1,2,0,0.569532786305,0.1901,0.569532786305,0.11,0.569532786305,0,0.333114392548,-0.00118313713093,5,10,4,0.461032786155,False
fork1,2000,4,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224964,1.86723751043e-09,7,14,6,0.857163161797,False
fork1,2000,5,2,True,False,True,True,True,False,False,2,3,0.0478939976818,0.1919,0.11,0.1919,0.11,0.1919,0,0.0424207850023,0.0024397530689,3,6,2,0.08235,False
fork1,2000,5,8,True,True,True,False,True,False,False,1,2,0.00741531776227,0.569532786305,0.1919,0.569532786305,0.11,0.569532786305,0,0.310994367337,-0.02672556639,5,10,4,0.459032786355,False
fork1,2000,5,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224741,1.64376699309e-09,7,14,6,0.855163161797,False
fork1,2000,6,2,True,False,True,False,True,False,False,2,3,0.047720563161,0.1901,0.11,0.1901,0.11,0.1919,0.0018,0.0528590445612,-0.0166512418785,3,6,2,0.0819,False
fork1,2000,6,8,True,True,True,False,True,False,False,1,2,0,0.569532786305,0.1901,0.569532786305,0.11,0.569532786305,0,0.333170739615,-0.00112679007903,5,10,4,0.461532786105,False
fork1,2000,6,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.32435222502,1.92358461867e-09,7,14,6,0.857663161797,False
fork1,2000,7,2,True,False,True,True,True,False,False,2,3,0.0492849393785,0.1919,0.11,0.1919,0.11,0.1919,0,0.0419564956023,0.0016923188395,3,6,2,0.08145,False
fork1,2000,7,8,True,True,True,False,True,False,False,1,2,0.000425700447469,0.569532786305,0.1919,0.569532786305,0.11,0.569532786305,0,0.313110259136,-0.0246096746191,5,10,4,0.460032786255,False
fork1,2000,7,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224852,1.75512972374e-09,7,14,6,0.856163161797,False
fork1,2000,8,2,True,True,True,True,True,False,False,0,1,0.0295603663163,0.1919,0.11,0.1919,0.11,0.1919,0,0.0431558249424,0.00357297838715,1,2,2,0.0837,False
fork1,2000,8,8,True,True,True,False,True,False,False,1,2,0.0177503400341,0.569532786305,0.1919,0.569532786305,0.11,0.569532786305,0,0.307845450683,-0.0298744830036,3,6,4,0.457532786505,False
fork1,2000,8,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224575,1.47803453102e-09,5,10,6,0.853663161797,False
fork1,2000,9,2,True,False,True,True,True,False,False,2,3,0.0485927280345,0.1919,0.11,0.1919,0.11,0.1919,0,0.0421859736414,0.0020652016812,3,6,2,0.0819,False
fork1,2000,9,8,True,True,True,False,True,False,False,1,2,0.0039308224081,0.569532786305,0.1919,0.569532786305,0.11,0.569532786305,0,0.312050592942,-0.0256693407985,5,10,4,0.459532786305,False
fork1,2000,9,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224796,1.69935781663e-09,7,14,6,0.855663161797,False
fork1,2000,10,2,True,False,True,False,True,False,False,2,3,0.047720563161,0.1901,0.11,0.1901,0.11,0.1919,0.0018,0.0528590445612,-0.0166512418785,3,6,2,0.0819,False
fork1,2000,10,8,True,True,True,False,True,False,False,1,2,0,0.569532786305,0.1901,0.569532786305,0.11,0.569532786305,0,0.333170739615,-0.00112679007903,5,10,4,0.461532786105,False
fork1,2000,10,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.32435222502,1.92358461867e-09,7,14,6,0.857663161797,False
fork1,2000,11,2,True,True,True,True,True,False,False,0,1,0.0281082535146,0.1919,0.11,0.1919,0.11,0.1919,0,0.043670101316,0.00433604182709,1,2,2,0.0846,False
fork1,2000,11,8,True,True,True,False,True,False,False,1,2,0.0245464076295,0.569532786305,0.1919,0.569532786305,0.11,0.569532786305,0,0.305761843635,-0.0319580900264,3,6,4,0.456532786605,False
fork1,2000,11,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224465,1.36837099774e-09,5,10,6,0.852663161797,False
fork1,2000,12,2,True,False,True,False,True,False,False,2,3,0.0419630896137,0.1901,0.11,0.1901,0.11,0.1919,0.0018,0.055507420667,-0.0140868734917,3,6,2,0.08415,False
fork1,2000,12,8,True,True,True,False,True,False,False,1,2,0,0.569532786305,0.1901,0.569532786305,0.11,0.569532786305,0,0.333455669235,-0.000841860543204,5,10,4,0.464032785855,False
fork1,2000,12,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352225305,2.20851443943e-09,7,14,6,0.860163161797,False
fork1,2000,13,2,True,False,True,False,True,False,False,2,3,0.0465847374726,0.1901,0.11,0.1901,0.11,0.1919,0.0018,0.0533839192798,-0.0161422854564,3,6,2,0.08235,False
fork1,2000,13,8,True,True,True,False,True,False,False,1,2,0,0.569532786305,0.1901,0.569532786305,0.11,0.569532786305,0,0.333227290288,-0.00107023942202,5,10,4,0.462032786055,False
fork1,2000,13,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352225077,1.98013533224e-09,7,14,6,0.858163161797,False
fork1,2000,14,2,True,True,True,True,True,False,False,0,1,0.025888198014,0.1919,0.11,0.1919,0.11,0.1919,0,0.0444756864969,0.00549131171533,1,2,2,0.08595,False
fork1,2000,14,8,True,False,True,False,True,False,False,2,3,0.0346079778017,0.569532786305,0.1919,0.569532786305,0.11,0.569532786305,0,0.302658539722,-0.0350613939044,4,8,4,0.455032786755,False
fork1,2000,14,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224302,1.20503920609e-09,6,12,6,0.851163161797,False
fork1,2000,15,2,True,False,True,True,True,False,False,2,3,0.0471889207194,0.1919,0.11,0.1919,0.11,0.1919,0,0.0426607860535,0.00281592765074,3,6,2,0.0828,False
fork1,2000,15,8,True,True,True,False,True,False,False,1,2,0.0108797319927,0.569532786305,0.1919,0.569532786305,0.11,0.569532786305,0,0.309941491331,-0.0277784423822,5,10,4,0.458532786405,False
fork1,2000,15,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224685,1.58835246427e-09,7,14,6,0.854663161797,False
fork1,2000,16,2,True,True,True,True,True,False,False,0,1,0.0281082535146,0.1919,0.11,0.1919,0.11,0.1919,0,0.043670101316,0.00433604182709,1,2,2,0.0846,False
fork1,2000,16,8,True,True,True,False,True,False,False,1,2,0.0245464076295,0.569532786305,0.1919,0.569532786305,0.11,0.569532786305,0,0.305761843635,-0.0319580900264,3,6,4,0.456532786605,False
fork1,2000,16,32,True,True,True,True,True,False,False,1,2,0,0.965663161797,0.569532786305,0.965663161797,0.11,0.965663161797,0,0.324352224465,1.36837099774e-09,5,10,6,0.852663161797,False
fork1,2000,17,2,True,True,True,True,True,False,False,0,1,0.0295603663163,0.1919,0.11,0.1919,0.11,0.1919,0,0.0431558249424,0.00357297838715,1,2,2,0.0837,False
