family,n_per_state,seed,samples,min_count,model_contains
stochastic5,2000,4,19958,10,True
stochastic5,2000,5,19960,10,True
stochastic5,2000,6,19966,10,True
stochastic5,2000,7,19965,10,True
stochastic5,2000,8,19965,10,True
stochastic5,2000,9,19962,10,True
stochastic5,2000,10,19961,10,True
stochastic5,2000,11,19964,10,True
stochastic5,2000,12,19966,10,True
stochastic5,2000,13,19960,10,True
stochastic5,2000,14,19965,10,True
stochastic5,2000,15,19962,10,True
stochastic5,2000,16,19963,10,True
stochastic5,2000,17,19964,10,True
stochastic5,2000,18,19967,10,True
stochastic5,2000,19,19963,10,True
stochastic5,2000,20,19961,10,True
stochastic5,2000,21,19965,10,True
stochastic5,2000,22,19959,10,True
stochastic5,2000,23,19962,10,True
stochastic5,2000,24,19963,10,True
stochastic5,2000,25,19963,10,True
stochastic5,2000,26,19961,10,True
stochastic5,2000,27,19965,10,True
stochastic5,2000,28,19956,10,True
stochastic5,2000,29,19959,10,True
stochastic5,20000,0,199966,100,True
stochastic5,20000,1,199960,100,True
stochastic5,20000,2,199964,100,True
stochastic5,20000,3,199963,100,True
stochastic5,20000,4,199961,100,True
stochastic5,20000,5,199968,100,True
stochastic5,20000,6,199960,100,True
stochastic5,20000,7,199966,100,True
stochastic5,20000,8,199961,100,True
stochastic5,20000,9,199960,100,True
stochastic5,20000,10,199962,100,True
stochastic5,20000,11,199961,100,True
stochastic5,20000,12,199967,100,True
stochastic5,20000,13,199961,100,True
stochastic5,20000,14,199963,100,True
stochastic5,20000,15,199965,100,True
stochastic5,20000,16,199958,101,True
stochastic5,20000,17,199965,100,True
stochastic5,20000,18,199966,100,True
stochastic5,20000,19,199963,100,True
stochastic5,20000,20,199966,100,True
stochastic5,20000,21,199962,100,True
stochastic5,20000,22,199964,100,True
stochastic5,20000,23,199961,100,True
stochastic5,20000,24,199961,100,True
stochastic5,20000,25,199963,100,True
stochastic5,20000,26,199957,100,True
stochastic5,20000,27,199963,100,True
stochastic5,20000,28,199961,100,True
stochastic5,20000,29,199961,100,True
stochastic5,200000,0,1999962,1000,True
stochastic5,200000,1,1999960,1000,True
stochastic5,200000,2,1999962,1003,True
stochastic5,200000,3,1999962,1000,True
stochastic5,200000,4,1999956,1000,True
stochastic5,200000,5,1999966,1000,True
stochastic5,200000,6,1999962,1000,True
stochastic5,200000,7,1999959,1000,True
stochastic5,200000,8,1999962,1000,True
stochastic5,200000,9,1999961,1000,True
stochastic5,200000,10,1999959,1000,True
stochastic5,200000,11,1999963,1000,True
stochastic5,200000,12,1999957,1000,True
stochastic5,200000,13,1999959,1000,True
stochastic5,200000,14,1999965,1000,True
stochastic5,200000,15,1999959,1000,True
stochastic5,200000,16,1999957,1011,True
stochastic5,200000,17,1999961,1000,True
stochastic5,200000,18,1999962,1000,True
stochastic5,200000,19,1999961,1000,True
stochastic5,200000,20,1999961,1000,True
stochastic5,200000,21,1999963,1000,True
stochastic5,200000,22,1999957,1000,True
stochastic5,200000,23,1999960,1000,True
stochastic5,200000,24,1999961,1000,True
stochastic5,200000,25,1999962,1000,True
stochastic5,200000,26,1999957,1000,True
stochastic5,200000,27,1999960,1000,True
stochastic5,200000,28,1999962,1002,True
stochastic5,200000,29,1999964,1000,True
