depth,good_prob,k,tolerance,rule,updates,backups,value,matched,gap,bound,cost
4,0.0001,8,0.05,generic,0,1,0.114250811261,0.114250811261,0,0.00559776044794,50
4,0.0001,32,0.001,rank,0,1,0.193242340101,0.193242340101,0,0,60
4,0.0001,32,0.001,generic,4,5,0.193242340101,0.193242340101,0,0,250
4,0.0001,32,0.01,rank,0,1,0.193242340101,0.193242340101,0,0,60
4,0.0001,32,0.01,generic,3,4,0.193242340101,0.193242340101,0,0.00619008991281,200
4,0.0001,32,0.05,rank,0,1,0.193242340101,0.193242340101,0,0,60
4,0.0001,32,0.05,generic,0,1,0.193242340101,0.193242340101,0,0.0247603596512,50
4,0.001,2,0.001,rank,0,1,0.03961919,0.03961919,0,0,60
4,0.001,2,0.001,generic,4,5,0.03961919,0.03961919,0,0,250
4,0.001,2,0.01,rank,0,1,0.03961919,0.03961919,0,0,60
4,0.001,2,0.01,generic,0,1,0.03961919,0.03961919,0,0.007992,50
4,0.001,2,0.05,rank,0,1,0.03961919,0.03961919,0,0,60
4,0.001,2,0.05,generic,0,1,0.03961919,0.03961919,0,0.007992,50
4,0.001,8,0.001,rank,0,1,0.117338266674,0.117338266674,0,0,60
4,0.001,8,0.001,generic,4,5,0.117338266674,0.117338266674,0,0,250
4,0.001,8,0.01,rank,0,1,0.117338266674,0.117338266674,0,0,60
4,0.001,8,0.01,generic,4,5,0.117338266674,0.117338266674,0,0,250
4,0.001,8,0.05,rank,0,1,0.117338266674,0.117338266674,0,0,60
4,0.001,8,0.05,generic,1,2,0.117338266674,0.117338266674,0,0.0418323355803,100
4,0.001,32,0.001,rank,0,1,0.194214549193,0.194214549193,0,0,60
4,0.001,32,0.001,generic,4,5,0.194214549193,0.194214549193,0,0,250
4,0.001,32,0.01,rank,0,1,0.194214549193,0.194214549193,0,0,60
4,0.001,32,0.01,generic,4,5,0.194214549193,0.194214549193,0,0,250
4,0.001,32,0.05,rank,0,1,0.194214549193,0.194214549193,0,0,60
4,0.001,32,0.05,generic,4,5,0.194214549193,0.194214549193,0,0,250
4,0.01,2,0.001,rank,0,1,0.054119,0.054119,0,0,60
4,0.01,2,0.001,generic,4,5,0.054119,0.054119,0,0,250
4,0.01,2,0.01,rank,0,1,0.054119,0.054119,0,0,60
4,0.01,2,0.01,generic,4,5,0.054119,0.054119,0,0,250
4,0.01,2,0.05,rank,0,1,0.054119,0.054119,0,0,60
4,0.01,2,0.05,generic,2,3,0.054119,0.054119,0,0.0396,150
4,0.01,8,0.001,rank,0,1,0.147162433847,0.147162433847,0,0,60
4,0.01,8,0.001,generic,4,5,0.147162433847,0.147162433847,0,0,250
4,0.01,8,0.01,rank,0,1,0.147162433847,0.147162433847,0,0,60
4,0.01,8,0.01,generic,4,5,0.147162433847,0.147162433847,0,0,250
4,0.01,8,0.05,rank,0,1,0.147162433847,0.147162433847,0,0,60
4,0.01,8,0.05,generic,4,5,0.147162433847,0.147162433847,0,0,250
4,0.01,32,0.001,rank,4,5,0.275019664042,0.275019664042,0,0,300
4,0.01,32,0.001,generic,4,5,0.275019664042,0.275019664042,0,0,250
4,0.01,32,0.01,rank,4,5,0.275019664042,0.275019664042,0,0,300
4,0.01,32,0.01,generic,4,5,0.275019664042,0.275019664042,0,0,250
4,0.01,32,0.05,rank,4,5,0.275019664042,0.275019664042,0,0,300
4,0.01,32,0.05,generic,4,5,0.275019664042,0.275019664042,0,0,250
4,0.1,2,0.001,rank,4,5,0.1919,0.1919,0,0,300
4,0.1,2,0.001,generic,4,5,0.1919,0.1919,0,0,250
4,0.1,2,0.01,rank,4,5,0.1919,0.1919,0,0,300
4,0.1,2,0.01,generic,4,5,0.1919,0.1919,0,0,250
4,0.1,2,0.05,rank,0,1,0.1919,0.1919,0,0.0144,60
4,0.1,2,0.05,generic,4,5,0.1919,0.1919,0,0,250
4,0.1,8,0.001,rank,4,5,0.569532786305,0.569532786305,0,0,300
4,0.1,8,0.001,generic,4,5,0.569532786305,0.569532786305,0,0,250
4,0.1,8,0.01,rank,4,5,0.569532786305,0.569532786305,0,0,300
4,0.1,8,0.01,generic,4,5,0.569532786305,0.569532786305,0,0,250
4,0.1,8,0.05,rank,4,5,0.569532786305,0.569532786305,0,0,300
4,0.1,8,0.05,generic,4,5,0.569532786305,0.569532786305,0,0,250
4,0.1,32,0.001,rank,4,5,0.965663161797,0.965663161797,0,0,300
4,0.1,32,0.001,generic,4,5,0.965663161797,0.965663161797,0,0,250
4,0.1,32,0.01,rank,4,5,0.965663161797,0.965663161797,0,0,300
4,0.1,32,0.01,generic,4,5,0.965663161797,0.965663161797,0,0,250
4,0.1,32,0.05,rank,4,5,0.965663161797,0.965663161797,0,0,300
4,0.1,32,0.05,generic,4,5,0.965663161797,0.965663161797,0,0,250
8,1e-05,2,0.001,rank,0,1,0.038016199919,0.038016199919,0,0,108
8,1e-05,2,0.001,generic,0,1,0.038016199919,0.038016199919,0,0.000159998399999,90
8,1e-05,2,0.01,rank,0,1,0.038016199919,0.038016199919,0,0,108
8,1e-05,2,0.01,generic,0,1,0.038016199919,0.038016199919,0,0.000159998399999,90
8,1e-05,2,0.05,rank,0,1,0.038016199919,0.038016199919,0,0,108
8,1e-05,2,0.05,generic,0,1,0.038016199919,0.038016199919,0,0.000159998399999,90
8,1e-05,8,0.001,rank,0,1,0.113940994172,0.113940994172,0,0,108
8,1e-05,8,0.001,generic,1,2,0.113940994172,0.113940994172,0,0.000979960800779,180
8,1e-05,8,0.01,rank,0,1,0.113940994172,0.113940994172,0,0,108
8,1e-05,8,0.01,generic,0,1,0.113940994172,0.113940994172,0,0.00111995520089,90
8,1e-05,8,0.05,rank,0,1,0.113940994172,0.113940994172,0,0,108
8,1e-05,8,0.05,generic,0,1,0.113940994172,0.113940994172,0,0.00111995520089,90
8,1e-05,32,0.001,rank,0,1,0.193143618445,0.193143618445,0,0,108
8,1e-05,32,0.001,generic,7,8,0.193143618445,0.193143618445,0,0.000619900809916,720
8,1e-05,32,0.01,rank,0,1,0.193143618445,0.193143618445,0,0,108
8,1e-05,32,0.01,generic,0,1,0.193143618445,0.193143618445,0,0.00495920647933,90
8,1e-05,32,0.05,rank,0,1,0.193143618445,0.193143618445,0,0,108
8,1e-05,32,0.05,generic,0,1,0.193143618445,0.193143618445,0,0.00495920647933,90
8,0.0001,2,0.001,rank,0,1,0.0381619919,0.0381619919,0,0,108
8,0.0001,2,0.001,generic,3,4,0.0381619919,0.0381619919,0,0.0009999,360
8,0.0001,2,0.01,rank,0,1,0.0381619919,0.0381619919,0,0,108
8,0.0001,2,0.01,generic,0,1,0.0381619919,0.0381619919,0,0.00159984,90
8,0.0001,2,0.05,rank,0,1,0.0381619919,0.0381619919,0,0,108
8,0.0001,2,0.05,generic,0,1,0.0381619919,0.0381619919,0,0.00159984,90
8,0.0001,8,0.001,rank,0,1,0.114250811261,0.114250811261,0,0,108
8,0.0001,8,0.001,generic,8,9,0.114250811261,0.114250811261,0,0,810
8,0.0001,8,0.01,rank,0,1,0.114250811261,0.114250811261,0,0,108
8,0.0001,8,0.01,generic,1,2,0.114250811261,0.114250811261,0,0.0097960807839,180
8,0.0001,8,0.05,rank,0,1,0.114250811261,0.114250811261,0,0,108
8,0.0001,8,0.05,generic,0,1,0.114250811261,0.114250811261,0,0.0111955208959,90
8,0.0001,32,0.001,rank,0,1,0.193242340101,0.193242340101,0,0,108
8,0.0001,32,0.001,generic,8,9,0.193242340101,0.193242340101,0,0,810
8,0.0001,32,0.01,rank,0,1,0.193242340101,0.193242340101,0,0,108
8,0.0001,32,0.01,generic,7,8,0.193242340101,0.193242340101,0,0.00619008991281,720
8,0.0001,32,0.05,rank,0,1,0.193242340101,0.193242340101,0,0,108
8,0.0001,32,0.05,generic,0,1,0.193242340101,0.193242340101,0,0.0495207193025,90
8,0.001,2,0.001,rank,0,1,0.03961919,0.03961919,0,0,108
8,0.001,2,0.001,generic,8,9,0.03961919,0.03961919,0,0,810
8,0.001,2,0.01,rank,0,1,0.03961919,0.03961919,0,0,108
8,0.001,2,0.01,generic,3,4,0.03961919,0.03961919,0,0.00999,360
8,0.001,2,0.05,rank,0,1,0.03961919,0.03961919,0,0,108
8,0.001,2,0.05,generic,0,1,0.03961919,0.03961919,0,0.015984,90
8,0.001,8,0.001,rank,0,1,0.117338266674,0.117338266674,0,0,108
8,0.001,8,0.001,generic,8,9,0.117338266674,0.117338266674,0,0,810
8,0.001,8,0.01,rank,0,1,0.117338266674,0.117338266674,0,0,108
8,0.001,8,0.01,generic,8,9,0.117338266674,0.117338266674,0,0,810
8,0.001,8,0.05,rank,0,1,0.117338266674,0.117338266674,0,0,108
8,0.001,8,0.05,generic,5,6,0.117338266674,0.117338266674,0,0.0418323355803,540
8,0.001,32,0.001,rank,0,1,0.194214549193,0.194214549193,0,0,108
8,0.001,32,0.001,generic,8,9,0.194214549193,0.194214549193,0,0,810
8,0.001,32,0.01,rank,0,1,0.194214549193,0.194214549193,0,0,108
8,0.001,32,0.01,generic,8,9,0.194214549193,0.194214549193,0,0,810
8,0.001,32,0.05,rank,0,1,0.194214549193,0.194214549193,0,0,108
8,0.001,32,0.05,generic,8,9,0.194214549193,0.194214549193,0,0,810
8,0.01,2,0.001,rank,0,1,0.054119,0.054119,0,0,108
8,0.01,2,0.001,generic,8,9,0.054119,0.054119,0,0,810
8,0.01,2,0.01,rank,0,1,0.054119,0.054119,0,0,108
8,0.01,2,0.01,generic,8,9,0.054119,0.054119,0,0,810
8,0.01,2,0.05,rank,0,1,0.054119,0.054119,0,0,108
8,0.01,2,0.05,generic,6,7,0.054119,0.054119,0,0.0396,630
8,0.01,8,0.001,rank,0,1,0.147162433847,0.147162433847,0,0,108
8,0.01,8,0.001,generic,8,9,0.147162433847,0.147162433847,0,0,810
8,0.01,8,0.01,rank,0,1,0.147162433847,0.147162433847,0,0,108
8,0.01,8,0.01,generic,8,9,0.147162433847,0.147162433847,0,0,810
8,0.01,8,0.05,rank,0,1,0.147162433847,0.147162433847,0,0,108
8,0.01,8,0.05,generic,8,9,0.147162433847,0.147162433847,0,0,810
8,0.01,32,0.001,rank,8,9,0.275019664042,0.275019664042,0,0,972
8,0.01,32,0.001,generic,8,9,0.275019664042,0.275019664042,0,0,810
8,0.01,32,0.01,rank,8,9,0.275019664042,0.275019664042,0,0,972
8,0.01,32,0.01,generic,8,9,0.275019664042,0.275019664042,0,0,810
8,0.01,32,0.05,rank,8,9,0.275019664042,0.275019664042,0,0,972
8,0.01,32,0.05,generic,8,9,0.275019664042,0.275019664042,0,0,810
8,0.1,2,0.001,rank,8,9,0.1919,0.1919,0,0,972
8,0.1,2,0.001,generic,8,9,0.1919,0.1919,0,0,810
8,0.1,2,0.01,rank,8,9,0.1919,0.1919,0,0,972
8,0.1,2,0.01,generic,8,9,0.1919,0.1919,0,0,810
8,0.1,2,0.05,rank,0,1,0.1919,0.1919,0,0.0144,108
8,0.1,2,0.05,generic,8,9,0.1919,0.1919,0,0,810
8,0.1,8,0.001,rank,8,9,0.569532786305,0.569532786305,0,0,972
8,0.1,8,0.001,generic,8,9,0.569532786305,0.569532786305,0,0,810
8,0.1,8,0.01,rank,8,9,0.569532786305,0.569532786305,0,0,972
8,0.1,8,0.01,generic,8,9,0.569532786305,0.569532786305,0,0,810
8,0.1,8,0.05,rank,8,9,0.569532786305,0.569532786305,0,0,972
8,0.1,8,0.05,generic,8,9,0.569532786305,0.569532786305,0,0,810
8,0.1,32,0.001,rank,8,9,0.965663161797,0.965663161797,0,0,972
8,0.1,32,0.001,generic,8,9,0.965663161797,0.965663161797,0,0,810
8,0.1,32,0.01,rank,8,9,0.965663161797,0.965663161797,0,0,972
8,0.1,32,0.01,generic,8,9,0.965663161797,0.965663161797,0,0,810
8,0.1,32,0.05,rank,8,9,0.965663161797,0.965663161797,0,0,972
8,0.1,32,0.05,generic,8,9,0.965663161797,0.965663161797,0,0,810
16,1e-05,2,0.001,rank,0,1,0.038016199919,0.038016199919,0,0,204
16,1e-05,2,0.001,generic,0,1,0.038016199919,0.038016199919,0,0.000319996799997,170
16,1e-05,2,0.01,rank,0,1,0.038016199919,0.038016199919,0,0,204
16,1e-05,2,0.01,generic,0,1,0.038016199919,0.038016199919,0,0.000319996799997,170
16,1e-05,2,0.05,rank,0,1,0.038016199919,0.038016199919,0,0,204
16,1e-05,2,0.05,generic,0,1,0.038016199919,0.038016199919,0,0.000319996799997,170
16,1e-05,8,0.001,rank,0,1,0.113940994172,0.113940994172,0,0,204
16,1e-05,8,0.001,generic,9,10,0.113940994172,0.113940994172,0,0.000979960800779,1700
16,1e-05,8,0.01,rank,0,1,0.113940994172,0.113940994172,0,0,204
16,1e-05,8,0.01,generic,0,1,0.113940994172,0.113940994172,0,0.00223991040178,170
16,1e-05,8,0.05,rank,0,1,0.113940994172,0.113940994172,0,0,204
16,1e-05,8,0.05,generic,0,1,0.113940994172,0.113940994172,0,0.00223991040178,170
16,1e-05,32,0.001,rank,0,1,0.193143618445,0.193143618445,0,0,204
16,1e-05,32,0.001,generic,15,16,0.193143618445,0.193143618445,0,0.000619900809916,2720
16,1e-05,32,0.01,rank,0,1,0.193143618445,0.193143618445,0,0,204
16,1e-05,32,0.01,generic,0,1,0.193143618445,0.193143618445,0,0.00991841295866,170
16,1e-05,32,0.05,rank,0,1,0.193143618445,0.193143618445,0,0,204
16,1e-05,32,0.05,generic,0,1,0.193143618445,0.193143618445,0,0.00991841295866,170
16,0.0001,2,0.001,rank,0,1,0.0381619919,0.0381619919,0,0,204
16,0.0001,2,0.001,generic,11,12,0.0381619919,0.0381619919,0,0.0009999,2040
16,0.0001,2,0.01,rank,0,1,0.0381619919,0.0381619919,0,0,204
16,0.0001,2,0.01,generic,0,1,0.0381619919,0.0381619919,0,0.00319968,170
16,0.0001,2,0.05,rank,0,1,0.0381619919,0.0381619919,0,0,204
16,0.0001,2,0.05,generic,0,1,0.0381619919,0.0381619919,0,0.00319968,170
16,0.0001,8,0.001,rank,0,1,0.114250811261,0.114250811261,0,0,204
16,0.0001,8,0.001,generic,16,17,0.114250811261,0.114250811261,0,0,2890
16,0.0001,8,0.01,rank,0,1,0.114250811261,0.114250811261,0,0,204
16,0.0001,8,0.01,generic,9,10,0.114250811261,0.114250811261,0,0.0097960807839,1700
16,0.0001,8,0.05,rank,0,1,0.114250811261,0.114250811261,0,0,204
16,0.0001,8,0.05,generic,0,1,0.114250811261,0.114250811261,0,0.0223910417918,170
16,0.0001,32,0.001,rank,0,1,0.193242340101,0.193242340101,0,0,204
16,0.0001,32,0.001,generic,16,17,0.193242340101,0.193242340101,0,0,2890
16,0.0001,32,0.01,rank,0,1,0.193242340101,0.193242340101,0,0,204
16,0.0001,32,0.01,generic,15,16,0.193242340101,0.193242340101,0,0.00619008991281,2720
16,0.0001,32,0.05,rank,0,1,0.193242340101,0.193242340101,0,0,204
16,0.0001,32,0.05,generic,8,9,0.193242340101,0.193242340101,0,0.0495207193025,1530
16,0.001,2,0.001,rank,0,1,0.03961919,0.03961919,0,0,204
16,0.001,2,0.001,generic,16,17,0.03961919,0.03961919,0,0,2890
16,0.001,2,0.01,rank,0,1,0.03961919,0.03961919,0,0,204
16,0.001,2,0.01,generic,11,12,0.03961919,0.03961919,0,0.00999,2040
16,0.001,2,0.05,rank,0,1,0.03961919,0.03961919,0,0,204
16,0.001,2,0.05,generic,0,1,0.03961919,0.03961919,0,0.031968,170
16,0.001,8,0.001,rank,0,1,0.117338266674,0.117338266674,0,0,204
16,0.001,8,0.001,generic,16,17,0.117338266674,0.117338266674,0,0,2890
16,0.001,8,0.01,rank,0,1,0.117338266674,0.117338266674,0,0,204
16,0.001,8,0.01,generic,16,17,0.117338266674,0.117338266674,0,0,2890
16,0.001,8,0.05,rank,0,1,0.117338266674,0.117338266674,0,0,204
16,0.001,8,0.05,generic,13,14,0.117338266674,0.117338266674,0,0.0418323355803,2380
16,0.001,32,0.001,rank,0,1,0.194214549193,0.194214549193,0,0,204
16,0.001,32,0.001,generic,16,17,0.194214549193,0.194214549193,0,0,2890
16,0.001,32,0.01,rank,0,1,0.194214549193,0.194214549193,0,0,204
16,0.001,32,0.01,generic,16,17,0.194214549193,0.194214549193,0,0,2890
16,0.001,32,0.05,rank,0,1,0.194214549193,0.194214549193,0,0,204
16,0.001,32,0.05,generic,16,17,0.194214549193,0.194214549193,0,0,2890
16,0.01,2,0.001,rank,0,1,0.054119,0.054119,0,0,204
16,0.01,2,0.001,generic,16,17,0.054119,0.054119,0,0,2890
16,0.01,2,0.01,rank,0,1,0.054119,0.054119,0,0,204
16,0.01,2,0.01,generic,16,17,0.054119,0.054119,0,0,2890
16,0.01,2,0.05,rank,0,1,0.054119,0.054119,0,0,204
16,0.01,2,0.05,generic,14,15,0.054119,0.054119,0,0.0396,2550
16,0.01,8,0.001,rank,0,1,0.147162433847,0.147162433847,0,0,204
16,0.01,8,0.001,generic,16,17,0.147162433847,0.147162433847,0,0,2890
16,0.01,8,0.01,rank,0,1,0.147162433847,0.147162433847,0,0,204
16,0.01,8,0.01,generic,16,17,0.147162433847,0.147162433847,0,0,2890
16,0.01,8,0.05,rank,0,1,0.147162433847,0.147162433847,0,0,204
16,0.01,8,0.05,generic,16,17,0.147162433847,0.147162433847,0,0,2890
16,0.01,32,0.001,rank,16,17,0.275019664042,0.275019664042,0,0,3468
16,0.01,32,0.001,generic,16,17,0.275019664042,0.275019664042,0,0,2890
16,0.01,32,0.01,rank,16,17,0.275019664042,0.275019664042,0,0,3468
16,0.01,32,0.01,generic,16,17,0.275019664042,0.275019664042,0,0,2890
16,0.01,32,0.05,rank,16,17,0.275019664042,0.275019664042,0,0,3468
16,0.01,32,0.05,generic,16,17,0.275019664042,0.275019664042,0,0,2890
16,0.1,2,0.001,rank,16,17,0.1919,0.1919,0,0,3468
16,0.1,2,0.001,generic,16,17,0.1919,0.1919,0,0,2890
16,0.1,2,0.01,rank,16,17,0.1919,0.1919,0,0,3468
16,0.1,2,0.01,generic,16,17,0.1919,0.1919,0,0,2890
16,0.1,2,0.05,rank,0,1,0.1919,0.1919,0,0.0144,204
