horizon,actions,seed,k,rule,updates,backups,bound,certified,value,matched,gap,oracle_updates,transition_products,menu_pairs,operation_proxy,fixed_h_sweep_proxy,fixed_full_sweep_proxy,backward_dp_proxy
3,8,0,8,rank,2,3,0,True,0.791370712121,0.791370712121,0,0,336,504,3216,1200,800,400
3,8,0,8,generic,2,3,0,True,0.791370712121,0.791370712121,0,0,336,0,1200,1200,800,400
3,8,0,32,rank,2,3,0,True,0.906535168914,0.906535168914,0,0,336,504,3216,1200,800,400
3,8,0,32,generic,2,3,0,True,0.906535168914,0.906535168914,0,0,336,0,1200,1200,800,400
3,8,1,2,rank,2,3,0,True,0.550967812472,0.550967812472,0,0,336,504,3216,1200,800,400
3,8,1,2,generic,2,3,0,True,0.550967812472,0.550967812472,0,0,336,0,1200,1200,800,400
3,8,1,8,rank,2,3,0,True,0.67952890056,0.67952890056,0,0,336,504,3216,1200,800,400
3,8,1,8,generic,2,3,0,True,0.67952890056,0.67952890056,0,0,336,0,1200,1200,800,400
3,8,1,32,rank,2,3,0,True,0.760745341604,0.760745341604,0,0,336,504,3216,1200,800,400
3,8,1,32,generic,2,3,0,True,0.760745341604,0.760745341604,0,0,336,0,1200,1200,800,400
3,8,2,2,rank,2,3,0,True,0.494092187286,0.494092187286,0,0,336,504,3216,1200,800,400
3,8,2,2,generic,2,3,0,True,0.494092187286,0.494092187286,0,0,336,0,1200,1200,800,400
3,8,2,8,rank,2,3,0,True,0.85879521399,0.85879521399,0,1,336,504,3216,1200,800,400
3,8,2,8,generic,2,3,0,True,0.85879521399,0.85879521399,0,1,336,0,1200,1200,800,400
3,8,2,32,rank,2,3,0,True,0.936754821073,0.936754821073,0,1,336,504,3216,1200,800,400
3,8,2,32,generic,2,3,0,True,0.936754821073,0.936754821073,0,1,336,0,1200,1200,800,400
3,8,3,2,rank,2,3,0,True,0.828445021261,0.828445021261,0,0,336,504,3216,1200,800,400
3,8,3,2,generic,2,3,0,True,0.828445021261,0.828445021261,0,0,336,0,1200,1200,800,400
3,8,3,8,rank,2,3,0,True,0.923423650685,0.923423650685,0,0,336,504,3216,1200,800,400
3,8,3,8,generic,2,3,0,True,0.923423650685,0.923423650685,0,0,336,0,1200,1200,800,400
3,8,3,32,rank,2,3,0,True,0.938974758013,0.938974758013,0,0,336,504,3216,1200,800,400
3,8,3,32,generic,2,3,0,True,0.938974758013,0.938974758013,0,0,336,0,1200,1200,800,400
3,8,4,2,rank,2,3,0,True,0.738502457541,0.738502457541,0,0,336,504,3216,1200,800,400
3,8,4,2,generic,2,3,0,True,0.738502457541,0.738502457541,0,0,336,0,1200,1200,800,400
3,8,4,8,rank,2,3,0,True,0.909115288483,0.909115288483,0,0,336,504,3216,1200,800,400
3,8,4,8,generic,2,3,0,True,0.909115288483,0.909115288483,0,0,336,0,1200,1200,800,400
3,8,4,32,rank,2,3,0,True,0.92680280678,0.92680280678,0,0,336,504,3216,1200,800,400
3,8,4,32,generic,2,3,0,True,0.92680280678,0.92680280678,0,0,336,0,1200,1200,800,400
3,8,5,2,rank,2,3,0,True,0.584941271227,0.584941271227,0,0,336,504,3216,1200,800,400
3,8,5,2,generic,2,3,0,True,0.584941271227,0.584941271227,0,0,336,0,1200,1200,800,400
3,8,5,8,rank,2,3,0,True,0.866577798032,0.866577798032,0,2,336,504,3216,1200,800,400
3,8,5,8,generic,2,3,0,True,0.866577798032,0.866577798032,0,2,336,0,1200,1200,800,400
3,8,5,32,rank,2,3,0,True,0.912008806779,0.912008806779,0,1,336,504,3216,1200,800,400
3,8,5,32,generic,2,3,0,True,0.912008806779,0.912008806779,0,1,336,0,1200,1200,800,400
3,8,6,2,rank,2,3,0,True,0.672644872089,0.672644872089,0,0,336,504,3216,1200,800,400
3,8,6,2,generic,2,3,0,True,0.672644872089,0.672644872089,0,0,336,0,1200,1200,800,400
3,8,6,8,rank,2,3,0,True,0.827219333632,0.827219333632,0,0,336,504,3216,1200,800,400
3,8,6,8,generic,2,3,0,True,0.827219333632,0.827219333632,0,0,336,0,1200,1200,800,400
3,8,6,32,rank,2,3,0,True,0.889740520938,0.889740520938,0,0,336,504,3216,1200,800,400
3,8,6,32,generic,2,3,0,True,0.889740520938,0.889740520938,0,0,336,0,1200,1200,800,400
3,8,7,2,rank,2,3,0,True,0.782740800915,0.782740800915,0,0,336,504,3216,1200,800,400
3,8,7,2,generic,2,3,0,True,0.782740800915,0.782740800915,0,0,336,0,1200,1200,800,400
3,8,7,8,rank,2,3,0,True,0.890856978641,0.890856978641,0,0,336,504,3216,1200,800,400
3,8,7,8,generic,2,3,0,True,0.890856978641,0.890856978641,0,0,336,0,1200,1200,800,400
3,8,7,32,rank,2,3,0,True,0.91537437685,0.91537437685,0,0,336,504,3216,1200,800,400
3,8,7,32,generic,2,3,0,True,0.91537437685,0.91537437685,0,0,336,0,1200,1200,800,400
3,8,8,2,rank,2,3,0,True,0.602849175988,0.602849175988,0,0,336,504,3216,1200,800,400
3,8,8,2,generic,2,3,0,True,0.602849175988,0.602849175988,0,0,336,0,1200,1200,800,400
3,8,8,8,rank,2,3,0,True,0.774914221054,0.774914221054,0,0,336,504,3216,1200,800,400
3,8,8,8,generic,2,3,0,True,0.774914221054,0.774914221054,0,0,336,0,1200,1200,800,400
3,8,8,32,rank,2,3,0,True,0.877728481141,0.877728481141,0,0,336,504,3216,1200,800,400
3,8,8,32,generic,2,3,0,True,0.877728481141,0.877728481141,0,0,336,0,1200,1200,800,400
3,8,9,2,rank,2,3,0,True,0.462636983346,0.462636983346,0,0,336,504,3216,1200,800,400
3,8,9,2,generic,2,3,0,True,0.462636983346,0.462636983346,0,0,336,0,1200,1200,800,400
3,8,9,8,rank,2,3,0,True,0.747383059241,0.747383059241,0,1,336,504,3216,1200,800,400
3,8,9,8,generic,2,3,0,True,0.747383059241,0.747383059241,0,1,336,0,1200,1200,800,400
3,8,9,32,rank,2,3,0,True,0.850739450926,0.850739450926,0,2,336,504,3216,1200,800,400
3,8,9,32,generic,2,3,0,True,0.850739450926,0.850739450926,0,2,336,0,1200,1200,800,400
3,8,10,2,rank,2,3,0,True,0.522182913256,0.522182913256,0,0,336,504,3216,1200,800,400
3,8,10,2,generic,2,3,0,True,0.522182913256,0.522182913256,0,0,336,0,1200,1200,800,400
3,8,10,8,rank,2,3,0,True,0.733462002661,0.733462002661,0,0,336,504,3216,1200,800,400
3,8,10,8,generic,2,3,0,True,0.733462002661,0.733462002661,0,0,336,0,1200,1200,800,400
3,8,10,32,rank,2,3,0,True,0.797014557565,0.797014557565,0,0,336,504,3216,1200,800,400
3,8,10,32,generic,2,3,0,True,0.797014557565,0.797014557565,0,0,336,0,1200,1200,800,400
3,8,11,2,rank,2,3,0,True,0.754756145612,0.754756145612,0,0,336,504,3216,1200,800,400
3,8,11,2,generic,2,3,0,True,0.754756145612,0.754756145612,0,0,336,0,1200,1200,800,400
3,8,11,8,rank,2,3,0,True,0.836182665831,0.836182665831,0,0,336,504,3216,1200,800,400
3,8,11,8,generic,2,3,0,True,0.836182665831,0.836182665831,0,0,336,0,1200,1200,800,400
3,8,11,32,rank,2,3,0,True,0.841128218281,0.841128218281,0,0,336,504,3216,1200,800,400
3,8,11,32,generic,2,3,0,True,0.841128218281,0.841128218281,0,0,336,0,1200,1200,800,400
6,2,0,2,rank,4,5,0.0093629869051,True,0.264246809191,0.264246809191,0,0,320,60,920,960,800,160
6,2,0,2,generic,5,6,0,True,0.264246809191,0.264246809191,0,0,384,0,960,960,800,160
6,2,0,8,rank,5,6,0,True,0.373777691267,0.373777691267,0,0,384,72,1104,960,800,160
6,2,0,8,generic,5,6,0,True,0.373777691267,0.373777691267,0,0,384,0,960,960,800,160
6,2,0,32,rank,5,6,0,True,0.506140705903,0.506140705903,0,0,384,72,1104,960,800,160
6,2,0,32,generic,5,6,0,True,0.506140705903,0.506140705903,0,0,384,0,960,960,800,160
6,2,1,2,rank,3,4,0.00463255389357,True,0.589321301709,0.589321301709,0,0,256,48,736,960,800,160
6,2,1,2,generic,5,6,0,True,0.589321301709,0.589321301709,0,0,384,0,960,960,800,160
6,2,1,8,rank,5,6,0,True,0.670324988566,0.670324988566,0,1,384,72,1104,960,800,160
6,2,1,8,generic,5,6,0,True,0.670324988566,0.670324988566,0,1,384,0,960,960,800,160
6,2,1,32,rank,5,6,0,True,0.752017634969,0.752017634969,0,1,384,72,1104,960,800,160
6,2,1,32,generic,5,6,0,True,0.752017634969,0.752017634969,0,1,384,0,960,960,800,160
6,2,2,2,rank,5,6,0,True,0.285686658763,0.285686658763,0,0,384,72,1104,960,800,160
6,2,2,2,generic,5,6,0,True,0.285686658763,0.285686658763,0,0,384,0,960,960,800,160
6,2,2,8,rank,5,6,0,True,0.584621322377,0.584621322377,0,1,384,72,1104,960,800,160
6,2,2,8,generic,5,6,0,True,0.584621322377,0.584621322377,0,1,384,0,960,960,800,160
6,2,2,32,rank,5,6,0,True,0.701456642194,0.701456642194,0,1,384,72,1104,960,800,160
6,2,2,32,generic,5,6,0,True,0.701456642194,0.701456642194,0,1,384,0,960,960,800,160
6,2,3,2,rank,5,6,0,True,0.511194588285,0.511194588285,0,0,384,72,1104,960,800,160
6,2,3,2,generic,5,6,0,True,0.511194588285,0.511194588285,0,0,384,0,960,960,800,160
6,2,3,8,rank,5,6,0,True,0.671627306362,0.671627306362,0,0,384,72,1104,960,800,160
6,2,3,8,generic,5,6,0,True,0.671627306362,0.671627306362,0,0,384,0,960,960,800,160
6,2,3,32,rank,5,6,0,True,0.790075634845,0.790075634845,0,1,384,72,1104,960,800,160
6,2,3,32,generic,5,6,0,True,0.790075634845,0.790075634845,0,1,384,0,960,960,800,160
6,2,4,2,rank,5,6,0,True,0.417780057343,0.417780057343,0,0,384,72,1104,960,800,160
6,2,4,2,generic,5,6,0,True,0.417780057343,0.417780057343,0,0,384,0,960,960,800,160
6,2,4,8,rank,5,6,0,True,0.63707832326,0.63707832326,0,0,384,72,1104,960,800,160
6,2,4,8,generic,5,6,0,True,0.63707832326,0.63707832326,0,0,384,0,960,960,800,160
6,2,4,32,rank,5,6,0,True,0.779111951814,0.779111951814,0,1,384,72,1104,960,800,160
6,2,4,32,generic,5,6,0,True,0.779111951814,0.779111951814,0,1,384,0,960,960,800,160
6,2,5,2,rank,4,5,0.0114467629381,True,0.184802699164,0.184802699164,0,0,320,60,920,960,800,160
6,2,5,2,generic,5,6,0,True,0.184802699164,0.184802699164,0,0,384,0,960,960,800,160
6,2,5,8,rank,5,6,0,True,0.246797071885,0.246797071885,0,0,384,72,1104,960,800,160
6,2,5,8,generic,5,6,0,True,0.246797071885,0.246797071885,0,0,384,0,960,960,800,160
6,2,5,32,rank,5,6,0,True,0.386790982499,0.386790982499,0,1,384,72,1104,960,800,160
6,2,5,32,generic,5,6,0,True,0.386790982499,0.386790982499,0,1,384,0,960,960,800,160
6,2,6,2,rank,4,5,0.00472118428674,True,0.305152056062,0.305152056062,0,0,320,60,920,960,800,160
6,2,6,2,generic,4,5,0.0129500454168,True,0.305152056062,0.305152056062,0,0,320,0,800,960,800,160
6,2,6,8,rank,5,6,0,True,0.37724781078,0.37724781078,0,0,384,72,1104,960,800,160
6,2,6,8,generic,5,6,0,True,0.37724781078,0.37724781078,0,0,384,0,960,960,800,160
6,2,6,32,rank,5,6,0,True,0.47990446201,0.47990446201,0,0,384,72,1104,960,800,160
6,2,6,32,generic,5,6,0,True,0.47990446201,0.47990446201,0,0,384,0,960,960,800,160
6,2,7,2,rank,2,3,0.0166454474666,True,0.360718383795,0.360718383795,0,0,192,36,552,960,800,160
6,2,7,2,generic,5,6,0,True,0.360718383795,0.360718383795,0,0,384,0,960,960,800,160
6,2,7,8,rank,5,6,0,True,0.475506223867,0.475506223867,0,0,384,72,1104,960,800,160
6,2,7,8,generic,5,6,0,True,0.475506223867,0.475506223867,0,0,384,0,960,960,800,160
6,2,7,32,rank,5,6,0,True,0.606053249015,0.606053249015,0,0,384,72,1104,960,800,160
6,2,7,32,generic,5,6,0,True,0.606053249015,0.606053249015,0,0,384,0,960,960,800,160
6,2,8,2,rank,3,4,0.00518561843738,True,0.631471447798,0.631471447798,0,0,256,48,736,960,800,160
6,2,8,2,generic,5,6,0,True,0.631471447798,0.631471447798,0,0,384,0,960,960,800,160
6,2,8,8,rank,3,4,0.0158873038306,True,0.718009753593,0.718009753593,0,0,256,48,736,960,800,160
6,2,8,8,generic,5,6,0,True,0.718009753593,0.718009753593,0,0,384,0,960,960,800,160
6,2,8,32,rank,3,4,0.0085368732999,True,0.751339814536,0.751339814536,0,0,256,48,736,960,800,160
6,2,8,32,generic,5,6,0,True,0.751339814536,0.751339814536,0,0,384,0,960,960,800,160
6,2,9,2,rank,1,2,0.01905739112,True,0.131913150717,0.131913150717,0,0,128,24,368,960,800,160
6,2,9,2,generic,4,5,0.0121268943886,True,0.131913150717,0.131913150717,0,0,320,0,800,960,800,160
6,2,9,8,rank,5,6,0,True,0.175129829954,0.175129829954,0,0,384,72,1104,960,800,160
6,2,9,8,generic,5,6,0,True,0.175129829954,0.175129829954,0,0,384,0,960,960,800,160
6,2,9,32,rank,5,6,0,True,0.314360897123,0.314360897123,0,1,384,72,1104,960,800,160
6,2,9,32,generic,5,6,0,True,0.314360897123,0.314360897123,0,1,384,0,960,960,800,160
6,2,10,2,rank,1,2,0.0126340953094,True,0.126986071808,0.126986071808,0,0,128,24,368,960,800,160
6,2,10,2,generic,5,6,0,True,0.126986071808,0.126986071808,0,0,384,0,960,960,800,160
6,2,10,8,rank,4,5,0.0189774135706,True,0.161500036106,0.161500036106,0,0,320,60,920,960,800,160
6,2,10,8,generic,5,6,0,True,0.161500036106,0.161500036106,0,0,384,0,960,960,800,160
6,2,10,32,rank,5,6,0,True,0.249042493137,0.249042493137,0,0,384,72,1104,960,800,160
6,2,10,32,generic,5,6,0,True,0.249042493137,0.249042493137,0,0,384,0,960,960,800,160
6,2,11,2,rank,1,2,0.0102904253591,True,0.20773683646,0.20773683646,0,0,128,24,368,960,800,160
6,2,11,2,generic,5,6,0,True,0.20773683646,0.20773683646,0,0,384,0,960,960,800,160
6,2,11,8,rank,5,6,0,True,0.250715497048,0.250715497048,0,0,384,72,1104,960,800,160
6,2,11,8,generic,5,6,0,True,0.250715497048,0.250715497048,0,0,384,0,960,960,800,160
6,2,11,32,rank,5,6,0,True,0.295525278328,0.295525278328,0,0,384,72,1104,960,800,160
6,2,11,32,generic,5,6,0,True,0.295525278328,0.295525278328,0,0,384,0,960,960,800,160
6,8,0,2,rank,5,6,0,True,0.387310244561,0.387310244561,0,0,1536,2016,13056,4992,4160,832
6,8,0,2,generic,5,6,0,True,0.387310244561,0.387310244561,0,0,1536,0,4992,4992,4160,832
6,8,0,8,rank,5,6,0,True,0.825163167549,0.825163167549,0,0,1536,2016,13056,4992,4160,832
6,8,0,8,generic,5,6,0,True,0.825163167549,0.825163167549,0,0,1536,0,4992,4992,4160,832
6,8,0,32,rank,5,6,0,True,0.920831886083,0.920831886083,0,0,1536,2016,13056,4992,4160,832
6,8,0,32,generic,5,6,0,True,0.920831886083,0.920831886083,0,0,1536,0,4992,4992,4160,832
6,8,1,2,rank,5,6,0,True,0.578126863681,0.578126863681,0,0,1536,2016,13056,4992,4160,832
6,8,1,2,generic,5,6,0,True,0.578126863681,0.578126863681,0,0,1536,0,4992,4992,4160,832
6,8,1,8,rank,5,6,0,True,0.676405793875,0.676405793875,0,0,1536,2016,13056,4992,4160,832
6,8,1,8,generic,5,6,0,True,0.676405793875,0.676405793875,0,0,1536,0,4992,4992,4160,832
6,8,1,32,rank,5,6,0,True,0.687492076504,0.687492076504,0,1,1536,2016,13056,4992,4160,832
6,8,1,32,generic,5,6,0,True,0.687492076504,0.687492076504,0,1,1536,0,4992,4992,4160,832
6,8,2,2,rank,5,6,0,True,0.390463837935,0.390463837935,0,0,1536,2016,13056,4992,4160,832
6,8,2,2,generic,5,6,0,True,0.390463837935,0.390463837935,0,0,1536,0,4992,4992,4160,832
6,8,2,8,rank,5,6,0,True,0.674583647177,0.674583647177,0,0,1536,2016,13056,4992,4160,832
6,8,2,8,generic,5,6,0,True,0.674583647177,0.674583647177,0,0,1536,0,4992,4992,4160,832
6,8,2,32,rank,5,6,0,True,0.803622414063,0.803622414063,0,0,1536,2016,13056,4992,4160,832
6,8,2,32,generic,5,6,0,True,0.803622414063,0.803622414063,0,0,1536,0,4992,4992,4160,832
6,8,3,2,rank,5,6,0,True,0.349385280703,0.349385280703,0,0,1536,2016,13056,4992,4160,832
6,8,3,2,generic,5,6,0,True,0.349385280703,0.349385280703,0,0,1536,0,4992,4992,4160,832
6,8,3,8,rank,5,6,0,True,0.568066821779,0.568066821779,0,2,1536,2016,13056,4992,4160,832
6,8,3,8,generic,5,6,0,True,0.568066821779,0.568066821779,0,2,1536,0,4992,4992,4160,832
6,8,3,32,rank,5,6,0,True,0.658531274212,0.658531274212,0,1,1536,2016,13056,4992,4160,832
6,8,3,32,generic,5,6,0,True,0.658531274212,0.658531274212,0,1,1536,0,4992,4992,4160,832
6,8,4,2,rank,5,6,0,True,0.239656835841,0.239656835841,0,0,1536,2016,13056,4992,4160,832
6,8,4,2,generic,5,6,0,True,0.239656835841,0.239656835841,0,0,1536,0,4992,4992,4160,832
6,8,4,8,rank,5,6,0,True,0.61066272562,0.61066272562,0,1,1536,2016,13056,4992,4160,832
6,8,4,8,generic,5,6,0,True,0.61066272562,0.61066272562,0,1,1536,0,4992,4992,4160,832
6,8,4,32,rank,5,6,0,True,0.734441751448,0.734441751448,0,1,1536,2016,13056,4992,4160,832
6,8,4,32,generic,5,6,0,True,0.734441751448,0.734441751448,0,1,1536,0,4992,4992,4160,832
6,8,5,2,rank,5,6,0,True,0.580089822308,0.580089822308,0,0,1536,2016,13056,4992,4160,832
6,8,5,2,generic,5,6,0,True,0.580089822308,0.580089822308,0,0,1536,0,4992,4992,4160,832
6,8,5,8,rank,5,6,0,True,0.715301400331,0.715301400331,0,1,1536,2016,13056,4992,4160,832
6,8,5,8,generic,5,6,0,True,0.715301400331,0.715301400331,0,1,1536,0,4992,4992,4160,832
6,8,5,32,rank,5,6,0,True,0.762881507435,0.762881507435,0,0,1536,2016,13056,4992,4160,832
6,8,5,32,generic,5,6,0,True,0.762881507435,0.762881507435,0,0,1536,0,4992,4992,4160,832
6,8,6,2,rank,5,6,0,True,0.575129160951,0.575129160951,0,0,1536,2016,13056,4992,4160,832
6,8,6,2,generic,5,6,0,True,0.575129160951,0.575129160951,0,0,1536,0,4992,4992,4160,832
6,8,6,8,rank,5,6,0,True,0.839647019906,0.839647019906,0,0,1536,2016,13056,4992,4160,832
6,8,6,8,generic,5,6,0,True,0.839647019906,0.839647019906,0,0,1536,0,4992,4992,4160,832
6,8,6,32,rank,5,6,0,True,0.90959963533,0.90959963533,0,0,1536,2016,13056,4992,4160,832
6,8,6,32,generic,5,6,0,True,0.90959963533,0.90959963533,0,0,1536,0,4992,4992,4160,832
6,8,7,2,rank,5,6,0,True,0.618855359172,0.618855359172,0,0,1536,2016,13056,4992,4160,832
6,8,7,2,generic,5,6,0,True,0.618855359172,0.618855359172,0,0,1536,0,4992,4992,4160,832
6,8,7,8,rank,5,6,0,True,0.811204869629,0.811204869629,0,0,1536,2016,13056,4992,4160,832
6,8,7,8,generic,5,6,0,True,0.811204869629,0.811204869629,0,0,1536,0,4992,4992,4160,832
6,8,7,32,rank,5,6,0,True,0.833038051507,0.833038051507,0,0,1536,2016,13056,4992,4160,832
6,8,7,32,generic,5,6,0,True,0.833038051507,0.833038051507,0,0,1536,0,4992,4992,4160,832
6,8,8,2,rank,5,6,0,True,0.418421240231,0.418421240231,0,0,1536,2016,13056,4992,4160,832
6,8,8,2,generic,5,6,0,True,0.418421240231,0.418421240231,0,0,1536,0,4992,4992,4160,832
6,8,8,8,rank,5,6,0,True,0.630439217432,0.630439217432,0,0,1536,2016,13056,4992,4160,832
6,8,8,8,generic,5,6,0,True,0.630439217432,0.630439217432,0,0,1536,0,4992,4992,4160,832
6,8,8,32,rank,5,6,0,True,0.723448604404,0.723448604404,0,2,1536,2016,13056,4992,4160,832
6,8,8,32,generic,5,6,0,True,0.723448604404,0.723448604404,0,2,1536,0,4992,4992,4160,832
