depth,goodp,safep,k,updates,value,optimal,gap
1,0.02,0.1,8,0,0.178148183298,0.178148183298,0
1,0.02,0.1,8,1,0.178148183298,0.178148183298,0
1,0.02,0.1,8,2,0.178148183298,0.178148183298,0
1,0.02,0.1,16,0,0.214120436218,0.276202279408,0.0620818431896
1,0.02,0.1,16,1,0.276202279408,0.276202279408,0
1,0.02,0.1,16,2,0.276202279408,0.276202279408,0
1,0.02,0.1,32,0,0.209480979935,0.476116859665,0.26663587973
1,0.02,0.1,32,1,0.476116859665,0.476116859665,0
1,0.02,0.1,32,2,0.476116859665,0.476116859665,0
1,0.02,0.1,64,0,0.200619628971,0.725546455273,0.524926826302
1,0.02,0.1,64,1,0.725546455273,0.725546455273,0
1,0.02,0.1,64,2,0.725546455273,0.725546455273,0
1,0.02,0.4,1,0,0.092,0.092,0
1,0.02,0.4,1,1,0.092,0.092,0
1,0.02,0.4,1,2,0.092,0.092,0
1,0.02,0.4,2,0,0.142256,0.142256,0
1,0.02,0.4,2,1,0.142256,0.142256,0
1,0.02,0.4,2,2,0.142256,0.142256,0
1,0.02,0.4,3,0,0.169502528,0.169502528,0
1,0.02,0.4,3,1,0.169502528,0.169502528,0
1,0.02,0.4,3,2,0.169502528,0.169502528,0
1,0.02,0.4,4,0,0.184141086464,0.184141086464,0
1,0.02,0.4,4,1,0.184141086464,0.184141086464,0
1,0.02,0.4,4,2,0.184141086464,0.184141086464,0
1,0.02,0.4,8,0,0.199147376151,0.199147376151,0
1,0.02,0.4,8,1,0.199147376151,0.199147376151,0
1,0.02,0.4,8,2,0.199147376151,0.199147376151,0
1,0.02,0.4,16,0,0.200021497501,0.276202246679,0.0761807491783
1,0.02,0.4,16,1,0.276202246679,0.276202246679,0
1,0.02,0.4,16,2,0.276202246679,0.276202246679,0
1,0.02,0.4,32,0,0.200000021975,0.476116859665,0.27611683769
1,0.02,0.4,32,1,0.476116859665,0.476116859665,0
1,0.02,0.4,32,2,0.476116859665,0.476116859665,0
1,0.02,0.4,64,0,0.2,0.725546455273,0.525546455273
1,0.02,0.4,64,1,0.725546455273,0.725546455273,0
1,0.02,0.4,64,2,0.725546455273,0.725546455273,0
1,0.1,0.03,1,0,0.103,0.103,0
1,0.1,0.03,1,1,0.103,0.103,0
1,0.1,0.03,1,2,0.103,0.103,0
1,0.1,0.03,2,0,0.190591,0.190591,0
1,0.1,0.03,2,1,0.190591,0.190591,0
1,0.1,0.03,2,2,0.190591,0.190591,0
1,0.1,0.03,3,0,0.264799783,0.270998083,0.0061983
1,0.1,0.03,3,1,0.270998083,0.270998083,0
1,0.1,0.03,3,2,0.270998083,0.270998083,0
1,0.1,0.03,4,0,0.327393635359,0.343899883441,0.016506248082
1,0.1,0.03,4,1,0.343899883441,0.343899883441,0
1,0.1,0.03,4,2,0.343899883441,0.343899883441,0
1,0.1,0.03,8,0,0.489618870257,0.56953279,0.0799139197428
1,0.1,0.03,8,1,0.56953279,0.56953279,0
1,0.1,0.03,8,2,0.56953279,0.56953279,0
1,0.1,0.03,16,0,0.577580480676,0.814697981115,0.237117500439
1,0.1,0.03,16,1,0.814697981115,0.814697981115,0
1,0.1,0.03,16,2,0.814697981115,0.814697981115,0
1,0.1,0.03,32,0,0.48889049231,0.965663161797,0.476772669488
1,0.1,0.03,32,1,0.965663161797,0.965663161797,0
1,0.1,0.03,32,2,0.965663161797,0.965663161797,0
1,0.1,0.03,64,0,0.313720944075,0.998820981542,0.685100037467
1,0.1,0.03,64,1,0.998820981542,0.998820981542,0
1,0.1,0.03,64,2,0.998820981542,0.998820981542,0
1,0.1,0.1,1,0,0.11,0.11,0
1,0.1,0.1,1,1,0.11,0.11,0
1,0.1,0.1,1,2,0.11,0.11,0
1,0.1,0.1,2,0,0.1919,0.1919,0
1,0.1,0.1,2,1,0.1919,0.1919,0
1,0.1,0.1,2,2,0.1919,0.1919,0
1,0.1,0.1,3,0,0.251759,0.270929,0.01917
1,0.1,0.1,3,1,0.270929,0.270929,0
1,0.1,0.1,3,2,0.270929,0.270929,0
1,0.1,0.1,4,0,0.29441279,0.34388561,0.04947282
1,0.1,0.1,4,1,0.34388561,0.34388561,0
1,0.1,0.1,4,2,0.34388561,0.34388561,0
1,0.1,0.1,8,0,0.359071749115,0.569532786305,0.21046103719
1,0.1,0.1,8,1,0.569532786305,0.569532786305,0
1,0.1,0.1,8,2,0.569532786305,0.569532786305,0
1,0.1,0.1,16,0,0.313904776905,0.814697981115,0.50079320421
1,0.1,0.1,16,1,0.814697981115,0.814697981115,0
1,0.1,0.1,16,2,0.814697981115,0.814697981115,0
1,0.1,0.1,32,0,0.226290452105,0.965663161797,0.739372709693
1,0.1,0.1,32,1,0.965663161797,0.965663161797,0
1,0.1,0.1,32,2,0.965663161797,0.965663161797,0
1,0.1,0.1,64,0,0.200941824682,0.998820981542,0.797879156861
1,0.1,0.1,64,1,0.998820981542,0.998820981542,0
1,0.1,0.1,64,2,0.998820981542,0.998820981542,0
1,0.1,0.4,1,0,0.14,0.14,0
1,0.1,0.4,1,1,0.14,0.14,0
1,0.1,0.4,1,2,0.14,0.14,0
1,0.1,0.4,2,0,0.1964,0.1964,0
1,0.1,0.4,2,1,0.1964,0.1964,0
1,0.1,0.4,2,2,0.1964,0.1964,0
1,0.1,0.4,3,0,0.215336,0.266456,0.05112
1,0.1,0.4,3,1,0.266456,0.266456,0
1,0.1,0.4,3,2,0.266456,0.266456,0
1,0.1,0.4,4,0,0.21864944,0.34021616,0.12156672
1,0.1,0.4,4,1,0.34021616,0.34021616,0
1,0.1,0.4,4,2,0.34021616,0.34021616,0
1,0.1,0.4,8,0,0.206206731866,0.569290612991,0.363083881125
1,0.1,0.4,8,1,0.569290612991,0.569290612991,0
1,0.1,0.4,8,2,0.569290612991,0.569290612991,0
1,0.1,0.4,16,0,0.200173413056,0.814697717104,0.614524304048
1,0.1,0.4,16,1,0.814697717104,0.814697717104,0
1,0.1,0.4,16,2,0.814697717104,0.814697717104,0
1,0.1,0.4,32,0,0.200000060937,0.965663161797,0.76566310086
1,0.1,0.4,32,1,0.965663161797,0.965663161797,0
1,0.1,0.4,32,2,0.965663161797,0.965663161797,0
1,0.1,0.4,64,0,0.2,0.998820981542,0.798820981542
1,0.1,0.4,64,1,0.998820981542,0.998820981542,0
1,0.1,0.4,64,2,0.998820981542,0.998820981542,0
1,0.25,0.03,1,0,0.2485,0.2485,0
1,0.25,0.03,1,1,0.2485,0.2485,0
1,0.25,0.03,1,2,0.2485,0.2485,0
1,0.25,0.03,2,0,0.43728625,0.43728625,0
1,0.25,0.03,2,1,0.43728625,0.43728625,0
1,0.25,0.03,2,2,0.43728625,0.43728625,0
1,0.25,0.03,3,0,0.578114790625,0.578114790625,0
1,0.25,0.03,3,1,0.578114790625,0.578114790625,0
1,0.25,0.03,3,2,0.578114790625,0.578114790625,0
1,0.25,0.03,4,0,0.683593358289,0.683593358289,0
1,0.25,0.03,4,1,0.683593358289,0.683593358289,0
1,0.25,0.03,4,2,0.683593358289,0.683593358289,0
1,0.25,0.03,8,0,0.89988708496,0.89988708496,0
1,0.25,0.03,8,1,0.89988708496,0.89988708496,0
1,0.25,0.03,8,2,0.89988708496,0.89988708496,0
1,0.25,0.03,16,0,0.989977404242,0.989977404242,0
1,0.25,0.03,16,1,0.989977404242,0.989977404242,0
1,0.25,0.03,16,2,0.989977404242,0.989977404242,0
1,0.25,0.03,32,0,0.999899547574,0.999899547574,0
1,0.25,0.03,32,1,0.999899547574,0.999899547574,0
1,0.25,0.03,32,2,0.999899547574,0.999899547574,0
1,0.25,0.03,64,0,0.999999989909,0.999999989909,0
1,0.25,0.03,64,1,0.999999989909,0.999999989909,0
1,0.25,0.03,64,2,0.999999989909,0.999999989909,0
1,0.25,0.1,1,0,0.245,0.245,0
1,0.25,0.1,1,1,0.245,0.245,0
1,0.25,0.1,1,2,0.245,0.245,0
1,0.25,0.1,2,0,0.435125,0.435125,0
1,0.25,0.1,2,1,0.435125,0.435125,0
1,0.25,0.1,2,2,0.435125,0.435125,0
1,0.25,0.1,3,0,0.577746875,0.577746875,0
1,0.25,0.1,3,1,0.577746875,0.577746875,0
1,0.25,0.1,3,2,0.577746875,0.577746875,0
1,0.25,0.1,4,0,0.683545390625,0.683545390625,0
1,0.25,0.1,4,1,0.683545390625,0.683545390625,0
1,0.25,0.1,4,2,0.683545390625,0.683545390625,0
1,0.25,0.1,8,0,0.899887077962,0.899887077962,0
1,0.25,0.1,8,1,0.899887077962,0.899887077962,0
1,0.25,0.1,8,2,0.899887077962,0.899887077962,0
1,0.25,0.1,16,0,0.989977404242,0.989977404242,0
1,0.25,0.1,16,1,0.989977404242,0.989977404242,0
1,0.25,0.1,16,2,0.989977404242,0.989977404242,0
1,0.25,0.1,32,0,0.999899547574,0.999899547574,0
1,0.25,0.1,32,1,0.999899547574,0.999899547574,0
1,0.25,0.1,32,2,0.999899547574,0.999899547574,0
1,0.25,0.1,64,0,0.999999989909,0.999999989909,0
1,0.25,0.1,64,1,0.999999989909,0.999999989909,0
1,0.25,0.1,64,2,0.999999989909,0.999999989909,0
1,0.25,0.4,1,0,0.23,0.23,0
1,0.25,0.4,1,1,0.23,0.23,0
1,0.25,0.4,1,2,0.23,0.23,0
1,0.25,0.4,2,0,0.3995,0.3995,0
1,0.25,0.4,2,1,0.3995,0.3995,0
1,0.25,0.4,2,2,0.3995,0.3995,0
1,0.25,0.4,3,0,0.553925,0.553925,0
1,0.25,0.4,3,1,0.553925,0.553925,0
1,0.25,0.4,3,2,0.553925,0.553925,0
1,0.25,0.4,4,0,0.67121375,0.67121375,0
1,0.25,0.4,4,1,0.67121375,0.67121375,0
1,0.25,0.4,4,2,0.67121375,0.67121375,0
1,0.25,0.4,8,0,0.899428406961,0.899428406961,0
1,0.25,0.4,8,1,0.899428406961,0.899428406961,0
1,0.25,0.4,8,2,0.899428406961,0.899428406961,0
1,0.25,0.4,16,0,0.98997706495,0.98997706495,0
1,0.25,0.4,16,1,0.98997706495,0.98997706495,0
1,0.25,0.4,16,2,0.98997706495,0.98997706495,0
1,0.25,0.4,32,0,0.999899547574,0.999899547574,0
1,0.25,0.4,32,1,0.999899547574,0.999899547574,0
1,0.25,0.4,32,2,0.999899547574,0.999899547574,0
1,0.25,0.4,64,0,0.999999989909,0.999999989909,0
1,0.25,0.4,64,1,0.999999989909,0.999999989909,0
1,0.25,0.4,64,2,0.999999989909,0.999999989909,0
2,0.02,0.03,1,0,0.0254,0.0254,0
2,0.02,0.03,1,1,0.0254,0.0254,0
2,0.02,0.03,1,2,0.0254,0.0254,0
2,0.02,0.03,1,3,0.0254,0.0254,0
2,0.02,0.03,2,0,0.04907964,0.04907964,0
2,0.02,0.03,2,1,0.04907964,0.04907964,0
2,0.02,0.03,2,2,0.04907964,0.04907964,0
2,0.02,0.03,2,3,0.04907964,0.04907964,0
2,0.02,0.03,3,0,0.071137873784,0.071137873784,0
2,0.02,0.03,3,1,0.071137873784,0.071137873784,0
2,0.02,0.03,3,2,0.071137873784,0.071137873784,0
2,0.02,0.03,3,3,0.071137873784,0.071137873784,0
2,0.02,0.03,4,0,0.0916683477791,0.0916683477791,0
2,0.02,0.03,4,1,0.0916683477791,0.0916683477791,0
2,0.02,0.03,4,2,0.0916683477791,0.0916683477791,0
2,0.02,0.03,4,3,0.0916683477791,0.0916683477791,0
2,0.02,0.03,8,0,0.160214818147,0.160214818147,0
2,0.02,0.03,8,1,0.160214818147,0.160214818147,0
2,0.02,0.03,8,2,0.160214818147,0.160214818147,0
2,0.02,0.03,8,3,0.160214818147,0.160214818147,0
2,0.02,0.03,16,0,0.246807528528,0.276202279408,0.0293947508793
2,0.02,0.03,16,1,0.246807528528,0.276202279408,0.0293947508793
2,0.02,0.03,16,2,0.276202279408,0.276202279408,0
2,0.02,0.03,16,3,0.276202279408,0.276202279408,0
2,0.02,0.03,32,0,0.304180976053,0.476116859665,0.171935883612
2,0.02,0.03,32,1,0.304180976053,0.476116859665,0.171935883612
2,0.02,0.03,32,2,0.476116859665,0.476116859665,0
2,0.02,0.03,32,3,0.476116859665,0.476116859665,0
2,0.02,0.03,64,0,0.274817312552,0.725546455273,0.450729142721
2,0.02,0.03,64,1,0.274817312552,0.725546455273,0.450729142721
2,0.02,0.03,64,2,0.725546455273,0.725546455273,0
2,0.02,0.03,64,3,0.725546455273,0.725546455273,0
2,0.02,0.1,1,0,0.038,0.038,0
2,0.02,0.1,1,1,0.038,0.038,0
2,0.02,0.1,1,2,0.038,0.038,0
2,0.02,0.1,1,3,0.038,0.038,0
2,0.02,0.1,2,0,0.070076,0.070076,0
2,0.02,0.1,2,1,0.070076,0.070076,0
2,0.02,0.1,2,2,0.070076,0.070076,0
2,0.02,0.1,2,3,0.070076,0.070076,0
2,0.02,0.1,3,0,0.097071032,0.097071032,0
2,0.02,0.1,3,1,0.097071032,0.097071032,0
2,0.02,0.1,3,2,0.097071032,0.097071032,0
2,0.02,0.1,3,3,0.097071032,0.097071032,0
2,0.02,0.1,4,0,0.119714250224,0.119714250224,0
2,0.02,0.1,4,1,0.119714250224,0.119714250224,0
2,0.02,0.1,4,2,0.119714250224,0.119714250224,0
2,0.02,0.1,4,3,0.119714250224,0.119714250224,0
2,0.02,0.1,8,0,0.178148183298,0.178148183298,0
2,0.02,0.1,8,1,0.178148183298,0.178148183298,0
2,0.02,0.1,8,2,0.178148183298,0.178148183298,0
2,0.02,0.1,8,3,0.178148183298,0.178148183298,0
2,0.02,0.1,16,0,0.214120436218,0.276202279408,0.0620818431896
2,0.02,0.1,16,1,0.214120436218,0.276202279408,0.0620818431896
2,0.02,0.1,16,2,0.276202279408,0.276202279408,0
2,0.02,0.1,16,3,0.276202279408,0.276202279408,0
2,0.02,0.1,32,0,0.209480979935,0.476116859665,0.26663587973
2,0.02,0.1,32,1,0.209480979935,0.476116859665,0.26663587973
2,0.02,0.1,32,2,0.476116859665,0.476116859665,0
2,0.02,0.1,32,3,0.476116859665,0.476116859665,0
2,0.02,0.1,64,0,0.200619628971,0.725546455273,0.524926826302
2,0.02,0.1,64,1,0.200619628971,0.725546455273,0.524926826302
2,0.02,0.1,64,2,0.725546455273,0.725546455273,0
2,0.02,0.1,64,3,0.725546455273,0.725546455273,0
2,0.02,0.4,1,0,0.092,0.092,0
2,0.02,0.4,1,1,0.092,0.092,0
2,0.02,0.4,1,2,0.092,0.092,0
2,0.02,0.4,1,3,0.092,0.092,0
2,0.02,0.4,2,0,0.142256,0.142256,0
2,0.02,0.4,2,1,0.142256,0.142256,0
2,0.02,0.4,2,2,0.142256,0.142256,0
2,0.02,0.4,2,3,0.142256,0.142256,0
2,0.02,0.4,3,0,0.169502528,0.169502528,0
2,0.02,0.4,3,1,0.169502528,0.169502528,0
2,0.02,0.4,3,2,0.169502528,0.169502528,0
2,0.02,0.4,3,3,0.169502528,0.169502528,0
2,0.02,0.4,4,0,0.184141086464,0.184141086464,0
2,0.02,0.4,4,1,0.184141086464,0.184141086464,0
2,0.02,0.4,4,2,0.184141086464,0.184141086464,0
2,0.02,0.4,4,3,0.184141086464,0.184141086464,0
2,0.02,0.4,8,0,0.199147376151,0.199147376151,0
2,0.02,0.4,8,1,0.199147376151,0.199147376151,0
2,0.02,0.4,8,2,0.199147376151,0.199147376151,0
2,0.02,0.4,8,3,0.199147376151,0.199147376151,0
2,0.02,0.4,16,0,0.200021497501,0.276202246679,0.0761807491783
2,0.02,0.4,16,1,0.200021497501,0.276202246679,0.0761807491783
2,0.02,0.4,16,2,0.276202246679,0.276202246679,0
2,0.02,0.4,16,3,0.276202246679,0.276202246679,0
2,0.02,0.4,32,0,0.200000021975,0.476116859665,0.27611683769
2,0.02,0.4,32,1,0.200000021975,0.476116859665,0.27611683769
2,0.02,0.4,32,2,0.476116859665,0.476116859665,0
2,0.02,0.4,32,3,0.476116859665,0.476116859665,0
2,0.02,0.4,64,0,0.2,0.725546455273,0.525546455273
2,0.02,0.4,64,1,0.2,0.725546455273,0.525546455273
2,0.02,0.4,64,2,0.725546455273,0.725546455273,0
2,0.02,0.4,64,3,0.725546455273,0.725546455273,0
2,0.1,0.03,1,0,0.103,0.103,0
2,0.1,0.03,1,1,0.103,0.103,0
2,0.1,0.03,1,2,0.103,0.103,0
2,0.1,0.03,1,3,0.103,0.103,0
2,0.1,0.03,2,0,0.190591,0.190591,0
2,0.1,0.03,2,1,0.190591,0.190591,0
2,0.1,0.03,2,2,0.190591,0.190591,0
2,0.1,0.03,2,3,0.190591,0.190591,0
2,0.1,0.03,3,0,0.264799783,0.270998083,0.0061983
2,0.1,0.03,3,1,0.264799783,0.270998083,0.0061983
2,0.1,0.03,3,2,0.270998083,0.270998083,0
2,0.1,0.03,3,3,0.270998083,0.270998083,0
2,0.1,0.03,4,0,0.327393635359,0.343899883441,0.016506248082
2,0.1,0.03,4,1,0.327393635359,0.343899883441,0.016506248082
2,0.1,0.03,4,2,0.343899883441,0.343899883441,0
2,0.1,0.03,4,3,0.343899883441,0.343899883441,0
2,0.1,0.03,8,0,0.489618870257,0.56953279,0.0799139197428
2,0.1,0.03,8,1,0.489618870257,0.56953279,0.0799139197428
2,0.1,0.03,8,2,0.56953279,0.56953279,0
2,0.1,0.03,8,3,0.56953279,0.56953279,0
2,0.1,0.03,16,0,0.577580480676,0.814697981115,0.237117500439
2,0.1,0.03,16,1,0.577580480676,0.814697981115,0.237117500439
2,0.1,0.03,16,2,0.814697981115,0.814697981115,0
2,0.1,0.03,16,3,0.814697981115,0.814697981115,0
2,0.1,0.03,32,0,0.48889049231,0.965663161797,0.476772669488
2,0.1,0.03,32,1,0.48889049231,0.965663161797,0.476772669488
2,0.1,0.03,32,2,0.965663161797,0.965663161797,0
2,0.1,0.03,32,3,0.965663161797,0.965663161797,0
2,0.1,0.03,64,0,0.313720944075,0.998820981542,0.685100037467
2,0.1,0.03,64,1,0.313720944075,0.998820981542,0.685100037467
2,0.1,0.03,64,2,0.998820981542,0.998820981542,0
2,0.1,0.03,64,3,0.998820981542,0.998820981542,0
2,0.1,0.1,1,0,0.11,0.11,0
2,0.1,0.1,1,1,0.11,0.11,0
2,0.1,0.1,1,2,0.11,0.11,0
2,0.1,0.1,1,3,0.11,0.11,0
2,0.1,0.1,2,0,0.1919,0.1919,0
2,0.1,0.1,2,1,0.1919,0.1919,0
2,0.1,0.1,2,2,0.1919,0.1919,0
2,0.1,0.1,2,3,0.1919,0.1919,0
2,0.1,0.1,3,0,0.251759,0.270929,0.01917
2,0.1,0.1,3,1,0.251759,0.270929,0.01917
2,0.1,0.1,3,2,0.270929,0.270929,0
2,0.1,0.1,3,3,0.270929,0.270929,0
2,0.1,0.1,4,0,0.29441279,0.34388561,0.04947282
2,0.1,0.1,4,1,0.29441279,0.34388561,0.04947282
2,0.1,0.1,4,2,0.34388561,0.34388561,0
2,0.1,0.1,4,3,0.34388561,0.34388561,0
2,0.1,0.1,8,0,0.359071749115,0.569532786305,0.21046103719
2,0.1,0.1,8,1,0.359071749115,0.569532786305,0.21046103719
2,0.1,0.1,8,2,0.569532786305,0.569532786305,0
2,0.1,0.1,8,3,0.569532786305,0.569532786305,0
2,0.1,0.1,16,0,0.313904776905,0.814697981115,0.50079320421
2,0.1,0.1,16,1,0.313904776905,0.814697981115,0.50079320421
2,0.1,0.1,16,2,0.814697981115,0.814697981115,0
2,0.1,0.1,16,3,0.814697981115,0.814697981115,0
2,0.1,0.1,32,0,0.226290452105,0.965663161797,0.739372709693
2,0.1,0.1,32,1,0.226290452105,0.965663161797,0.739372709693
2,0.1,0.1,32,2,0.965663161797,0.965663161797,0
2,0.1,0.1,32,3,0.965663161797,0.965663161797,0
2,0.1,0.1,64,0,0.200941824682,0.998820981542,0.797879156861
2,0.1,0.1,64,1,0.200941824682,0.998820981542,0.797879156861
2,0.1,0.1,64,2,0.998820981542,0.998820981542,0
2,0.1,0.1,64,3,0.998820981542,0.998820981542,0
2,0.1,0.4,1,0,0.14,0.14,0
2,0.1,0.4,1,1,0.14,0.14,0
2,0.1,0.4,1,2,0.14,0.14,0
2,0.1,0.4,1,3,0.14,0.14,0
2,0.1,0.4,2,0,0.1964,0.1964,0
2,0.1,0.4,2,1,0.1964,0.1964,0
2,0.1,0.4,2,2,0.1964,0.1964,0
2,0.1,0.4,2,3,0.1964,0.1964,0
2,0.1,0.4,3,0,0.215336,0.266456,0.05112
2,0.1,0.4,3,1,0.215336,0.266456,0.05112
2,0.1,0.4,3,2,0.266456,0.266456,0
2,0.1,0.4,3,3,0.266456,0.266456,0
2,0.1,0.4,4,0,0.21864944,0.34021616,0.12156672
2,0.1,0.4,4,1,0.21864944,0.34021616,0.12156672
2,0.1,0.4,4,2,0.34021616,0.34021616,0
2,0.1,0.4,4,3,0.34021616,0.34021616,0
2,0.1,0.4,8,0,0.206206731866,0.569290612991,0.363083881125
2,0.1,0.4,8,1,0.206206731866,0.569290612991,0.363083881125
2,0.1,0.4,8,2,0.569290612991,0.569290612991,0
2,0.1,0.4,8,3,0.569290612991,0.569290612991,0
2,0.1,0.4,16,0,0.200173413056,0.814697717104,0.614524304048
2,0.1,0.4,16,1,0.200173413056,0.814697717104,0.614524304048
2,0.1,0.4,16,2,0.814697717104,0.814697717104,0
2,0.1,0.4,16,3,0.814697717104,0.814697717104,0
2,0.1,0.4,32,0,0.200000060937,0.965663161797,0.76566310086
2,0.1,0.4,32,1,0.200000060937,0.965663161797,0.76566310086
2,0.1,0.4,32,2,0.965663161797,0.965663161797,0
2,0.1,0.4,32,3,0.965663161797,0.965663161797,0
2,0.1,0.4,64,0,0.2,0.998820981542,0.798820981542
2,0.1,0.4,64,1,0.2,0.998820981542,0.798820981542
2,0.1,0.4,64,2,0.998820981542,0.998820981542,0
2,0.1,0.4,64,3,0.998820981542,0.998820981542,0
2,0.25,0.03,1,0,0.2485,0.2485,0
2,0.25,0.03,1,1,0.2485,0.2485,0
2,0.25,0.03,1,2,0.2485,0.2485,0
2,0.25,0.03,1,3,0.2485,0.2485,0
2,0.25,0.03,2,0,0.43728625,0.43728625,0
2,0.25,0.03,2,1,0.43728625,0.43728625,0
2,0.25,0.03,2,2,0.43728625,0.43728625,0
2,0.25,0.03,2,3,0.43728625,0.43728625,0
2,0.25,0.03,3,0,0.578114790625,0.578114790625,0
2,0.25,0.03,3,1,0.578114790625,0.578114790625,0
2,0.25,0.03,3,2,0.578114790625,0.578114790625,0
2,0.25,0.03,3,3,0.578114790625,0.578114790625,0
2,0.25,0.03,4,0,0.683593358289,0.683593358289,0
2,0.25,0.03,4,1,0.683593358289,0.683593358289,0
2,0.25,0.03,4,2,0.683593358289,0.683593358289,0
2,0.25,0.03,4,3,0.683593358289,0.683593358289,0
2,0.25,0.03,8,0,0.89988708496,0.89988708496,0
2,0.25,0.03,8,1,0.89988708496,0.89988708496,0
2,0.25,0.03,8,2,0.89988708496,0.89988708496,0
2,0.25,0.03,8,3,0.89988708496,0.89988708496,0
2,0.25,0.03,16,0,0.989977404242,0.989977404242,0
2,0.25,0.03,16,1,0.989977404242,0.989977404242,0
2,0.25,0.03,16,2,0.989977404242,0.989977404242,0
2,0.25,0.03,16,3,0.989977404242,0.989977404242,0
2,0.25,0.03,32,0,0.999899547574,0.999899547574,0
2,0.25,0.03,32,1,0.999899547574,0.999899547574,0
2,0.25,0.03,32,2,0.999899547574,0.999899547574,0
2,0.25,0.03,32,3,0.999899547574,0.999899547574,0
2,0.25,0.03,64,0,0.999999989909,0.999999989909,0
2,0.25,0.03,64,1,0.999999989909,0.999999989909,0
2,0.25,0.03,64,2,0.999999989909,0.999999989909,0
2,0.25,0.03,64,3,0.999999989909,0.999999989909,0
2,0.25,0.1,1,0,0.245,0.245,0
2,0.25,0.1,1,1,0.245,0.245,0
2,0.25,0.1,1,2,0.245,0.245,0
2,0.25,0.1,1,3,0.245,0.245,0
2,0.25,0.1,2,0,0.435125,0.435125,0
2,0.25,0.1,2,1,0.435125,0.435125,0
2,0.25,0.1,2,2,0.435125,0.435125,0
2,0.25,0.1,2,3,0.435125,0.435125,0
2,0.25,0.1,3,0,0.577746875,0.577746875,0
2,0.25,0.1,3,1,0.577746875,0.577746875,0
2,0.25,0.1,3,2,0.577746875,0.577746875,0
2,0.25,0.1,3,3,0.577746875,0.577746875,0
2,0.25,0.1,4,0,0.683545390625,0.683545390625,0
2,0.25,0.1,4,1,0.683545390625,0.683545390625,0
2,0.25,0.1,4,2,0.683545390625,0.683545390625,0
2,0.25,0.1,4,3,0.683545390625,0.683545390625,0
2,0.25,0.1,8,0,0.899887077962,0.899887077962,0
2,0.25,0.1,8,1,0.899887077962,0.899887077962,0
2,0.25,0.1,8,2,0.899887077962,0.899887077962,0
2,0.25,0.1,8,3,0.899887077962,0.899887077962,0
2,0.25,0.1,16,0,0.989977404242,0.989977404242,0
2,0.25,0.1,16,1,0.989977404242,0.989977404242,0
2,0.25,0.1,16,2,0.989977404242,0.989977404242,0
2,0.25,0.1,16,3,0.989977404242,0.989977404242,0
2,0.25,0.1,32,0,0.999899547574,0.999899547574,0
2,0.25,0.1,32,1,0.999899547574,0.999899547574,0
2,0.25,0.1,32,2,0.999899547574,0.999899547574,0
2,0.25,0.1,32,3,0.999899547574,0.999899547574,0
2,0.25,0.1,64,0,0.999999989909,0.999999989909,0
2,0.25,0.1,64,1,0.999999989909,0.999999989909,0
2,0.25,0.1,64,2,0.999999989909,0.999999989909,0
2,0.25,0.1,64,3,0.999999989909,0.999999989909,0
2,0.25,0.4,1,0,0.23,0.23,0
2,0.25,0.4,1,1,0.23,0.23,0
2,0.25,0.4,1,2,0.23,0.23,0
2,0.25,0.4,1,3,0.23,0.23,0
