n_per_state,seed,k,samples,model_contains,accepted,proposal_value,old_value,harmful_proposal,false_accept,accepted_value,baseline,matched
100,13,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,13,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,14,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,14,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,14,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,15,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,15,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,15,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,16,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,16,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,16,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,17,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,17,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,17,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,18,2,97,True,False,0.583571428571,0.59,True,False,0.59,0.59,0.599
100,18,8,97,True,False,0.548826486241,0.59,True,False,0.59,0.59,0.599999999
100,18,32,97,True,False,0.505683578818,0.59,True,False,0.59,0.59,0.6
100,19,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,19,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,19,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,20,2,97,True,False,0.596428571429,0.59,False,False,0.59,0.59,0.599
100,20,8,97,True,False,0.589126818558,0.59,True,False,0.59,0.59,0.599999999
100,20,32,97,True,False,0.563100619517,0.59,True,False,0.59,0.59,0.6
100,21,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,21,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,21,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,22,2,97,True,False,0.583571428571,0.59,True,False,0.59,0.59,0.599
100,22,8,97,True,False,0.548826486241,0.59,True,False,0.59,0.59,0.599999999
100,22,32,97,True,False,0.505683578818,0.59,True,False,0.59,0.59,0.6
100,23,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,23,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,23,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,24,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,24,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,24,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,25,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,25,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,25,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,26,2,97,True,False,0.583571428571,0.59,True,False,0.59,0.59,0.599
100,26,8,97,True,False,0.548826486241,0.59,True,False,0.59,0.59,0.599999999
100,26,32,97,True,False,0.505683578818,0.59,True,False,0.59,0.59,0.6
100,27,2,97,True,False,0.583571428571,0.59,True,False,0.59,0.59,0.599
100,27,8,97,True,False,0.548826486241,0.59,True,False,0.59,0.59,0.599999999
100,27,32,97,True,False,0.505683578818,0.59,True,False,0.59,0.59,0.6
100,28,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,28,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,28,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,29,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,29,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,29,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,30,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,30,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,30,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,31,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,31,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,31,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,32,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,32,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,32,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,33,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,33,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,33,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,34,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,34,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,34,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,35,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,35,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,35,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,36,2,97,True,False,0.596428571429,0.59,False,False,0.59,0.59,0.599
100,36,8,97,True,False,0.589126818558,0.59,True,False,0.59,0.59,0.599999999
100,36,32,97,True,False,0.563100619517,0.59,True,False,0.59,0.59,0.6
100,37,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,37,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,37,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,38,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,38,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,38,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,39,2,97,True,False,0.596428571429,0.59,False,False,0.59,0.59,0.599
100,39,8,97,True,False,0.589126818558,0.59,True,False,0.59,0.59,0.599999999
100,39,32,97,True,False,0.563100619517,0.59,True,False,0.59,0.59,0.6
100,40,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,40,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,40,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,41,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,41,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,41,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,42,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,42,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,42,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,43,2,97,True,False,0.583571428571,0.59,True,False,0.59,0.59,0.599
100,43,8,97,True,False,0.548826486241,0.59,True,False,0.59,0.59,0.599999999
100,43,32,97,True,False,0.505683578818,0.59,True,False,0.59,0.59,0.6
100,44,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,44,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,44,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,45,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,45,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,45,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,46,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,46,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,46,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,47,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,47,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,47,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,48,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,48,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,48,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,49,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,49,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,49,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,50,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,50,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,50,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,51,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,51,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,51,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,52,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,52,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,52,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,53,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,53,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,53,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,54,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,54,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,54,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,55,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,55,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,55,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,56,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,56,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,56,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,57,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,57,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,57,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,58,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,58,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,58,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,59,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,59,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,59,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,60,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,60,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,60,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,61,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,61,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,61,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,62,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,62,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,62,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,63,2,97,True,False,0.583571428571,0.59,True,False,0.59,0.59,0.599
100,63,8,97,True,False,0.548826486241,0.59,True,False,0.59,0.59,0.599999999
100,63,32,97,True,False,0.505683578818,0.59,True,False,0.59,0.59,0.6
100,64,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,64,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,64,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,65,2,97,True,False,0.583571428571,0.59,True,False,0.59,0.59,0.599
100,65,8,97,True,False,0.548826486241,0.59,True,False,0.59,0.59,0.599999999
100,65,32,97,True,False,0.505683578818,0.59,True,False,0.59,0.59,0.6
100,66,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,66,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,66,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,67,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,67,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,67,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,68,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,68,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,68,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,69,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,69,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,69,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,70,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,70,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,70,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,71,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,71,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,71,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,72,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,72,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,72,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,73,2,97,True,False,0.596428571429,0.59,False,False,0.59,0.59,0.599
100,73,8,97,True,False,0.589126818558,0.59,True,False,0.59,0.59,0.599999999
100,73,32,97,True,False,0.563100619517,0.59,True,False,0.59,0.59,0.6
100,74,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,74,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,74,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,75,2,97,True,False,0.596428571429,0.59,False,False,0.59,0.59,0.599
100,75,8,97,True,False,0.589126818558,0.59,True,False,0.59,0.59,0.599999999
100,75,32,97,True,False,0.563100619517,0.59,True,False,0.59,0.59,0.6
100,76,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,76,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,76,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,77,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,77,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,77,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,78,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,78,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,78,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,79,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,79,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,79,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,80,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,80,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,80,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,81,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,81,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,81,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,82,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,82,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,82,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,83,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,83,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,83,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,84,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,84,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,84,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,85,2,97,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
100,85,8,97,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
100,85,32,97,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
100,86,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,86,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,86,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,87,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,87,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,87,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,88,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,88,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,88,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,89,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,89,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,89,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,90,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,90,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,90,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,91,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,91,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,91,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,92,2,97,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
100,92,8,97,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
100,92,32,97,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
100,93,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,93,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,93,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,94,2,97,True,False,0.596428571429,0.59,False,False,0.59,0.59,0.599
100,94,8,97,True,False,0.589126818558,0.59,True,False,0.59,0.59,0.599999999
100,94,32,97,True,False,0.563100619517,0.59,True,False,0.59,0.59,0.6
100,95,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,95,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,95,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,96,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,96,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,96,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
100,97,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,97,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,97,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,98,2,97,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
100,98,8,97,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
100,98,32,97,True,False,0.509334480056,0.59,True,False,0.59,0.59,0.6
100,99,2,97,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
100,99,8,97,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
100,99,32,97,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
300,0,2,298,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
300,0,8,298,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
300,0,32,298,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
300,1,2,298,True,False,0.599,0.59,False,False,0.59,0.59,0.599
300,1,8,298,True,False,0.599999999,0.59,False,False,0.59,0.59,0.599999999
300,1,32,298,True,False,0.6,0.59,False,False,0.59,0.59,0.6
300,2,2,298,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
300,2,8,298,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
300,2,32,298,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
300,3,2,298,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
300,3,8,298,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
300,3,32,298,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
300,4,2,298,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
300,4,8,298,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
300,4,32,298,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
300,5,2,298,True,False,0.588714285714,0.59,True,False,0.59,0.59,0.599
300,5,8,298,True,False,0.562454993028,0.59,True,False,0.59,0.59,0.599999999
300,5,32,298,True,False,0.515214884395,0.59,True,False,0.59,0.59,0.6
300,6,2,298,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
300,6,8,298,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
300,6,32,298,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
300,7,2,298,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
300,7,8,298,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
300,7,32,298,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
300,8,2,298,True,False,0.596428571429,0.59,False,False,0.59,0.59,0.599
300,8,8,298,True,False,0.589126818558,0.59,True,False,0.59,0.59,0.599999999
300,8,32,298,True,False,0.563100619517,0.59,True,False,0.59,0.59,0.6
300,9,2,298,True,False,0.596428571429,0.59,False,False,0.59,0.59,0.599
300,9,8,298,True,False,0.589126818558,0.59,True,False,0.59,0.59,0.599999999
300,9,32,298,True,False,0.563100619517,0.59,True,False,0.59,0.59,0.6
300,10,2,298,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
300,10,8,298,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
300,10,32,298,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
300,11,2,298,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
300,11,8,298,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
300,11,32,298,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
300,12,2,298,True,False,0.599,0.59,False,False,0.59,0.59,0.599
300,12,8,298,True,False,0.599999999,0.59,False,False,0.59,0.59,0.599999999
300,12,32,298,True,False,0.6,0.59,False,False,0.59,0.59,0.6
300,13,2,298,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
300,13,8,298,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
300,13,32,298,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
300,14,2,298,True,False,0.591285714286,0.59,False,False,0.59,0.59,0.599
300,14,8,298,True,False,0.570439149156,0.59,True,False,0.59,0.59,0.599999999
300,14,32,298,True,False,0.524618206256,0.59,True,False,0.59,0.59,0.6
300,15,2,298,True,False,0.593857142857,0.59,False,False,0.59,0.59,0.599
300,15,8,298,True,False,0.579302518727,0.59,True,False,0.59,0.59,0.599999999
300,15,32,298,True,False,0.539550130983,0.59,True,False,0.59,0.59,0.6
300,16,2,298,True,False,0.586142857143,0.59,True,False,0.59,0.59,0.599
300,16,8,298,True,False,0.555274208579,0.59,True,False,0.59,0.59,0.599999999
