taskseed,dataseed,k,updates,value,matched,gap,rank_bound,generic_bound,empirical_full_value,baseline
0,1,2,1,0.343548146014,0.371326186702,0.0277780406881,16.923354388,21.7856632073,0.370983476506,0.236539589649
0,1,2,2,0.343518241086,0.371326186702,0.0278079456156,17.5015760205,22.5242683616,0.370983476506,0.236539589649
0,1,2,3,0.343518241086,0.371326186702,0.0278079456156,17.6497517473,22.7178375131,0.370983476506,0.236539589649
0,1,2,4,0.343518241086,0.371326186702,0.0278079456156,17.6524453405,22.7254188684,0.370983476506,0.236539589649
0,1,2,5,0.343518241086,0.371326186702,0.0278079456156,17.6524453405,22.7254188684,0.370983476506,0.236539589649
0,1,8,0,0.497538367548,0.595078731531,0.0975403639838,23.0927971946,23.2588500105,0.592907106214,0.236539589649
0,1,8,1,0.518958546993,0.595078731531,0.0761201845383,23.2669553661,23.4376160894,0.592907106214,0.236539589649
0,1,8,2,0.518517637207,0.595078731531,0.0765610943243,24.7651265835,24.9448325375,0.592907106214,0.236539589649
0,1,8,3,0.518788059434,0.595078731531,0.0762906720979,25.06071804,25.2397677193,0.592907106214,0.236539589649
0,1,8,4,0.518788059434,0.595078731531,0.0762906720979,24.8392170127,25.0222749171,0.592907106214,0.236539589649
0,1,8,5,0.518788059434,0.595078731531,0.0762906720979,24.8392170127,25.0222749171,0.592907106214,0.236539589649
0,1,32,0,0.528070101927,0.70316674289,0.175096640962,23.8965031859,24.0340059887,0.696694406382,0.236539589649
0,1,32,1,0.580178129204,0.70316674289,0.122988613686,24.7815702639,24.9175767539,0.696694406382,0.236539589649
0,1,32,2,0.578051434524,0.70316674289,0.125115308366,26.7030832166,26.8512798068,0.696694406382,0.236539589649
0,1,32,3,0.576013155801,0.70316674289,0.127153587089,27.0277657341,27.1748281111,0.696694406382,0.236539589649
0,1,32,4,0.575114772089,0.70316674289,0.128051970801,26.6422896195,26.7946632644,0.696694406382,0.236539589649
0,1,32,5,0.575114772089,0.70316674289,0.128051970801,26.6422896195,26.7946632644,0.696694406382,0.236539589649
0,2,2,0,0.337918057067,0.371326186702,0.0334081296344,17.9883570257,23.112303648,0.371007023257,0.236539589649
0,2,2,1,0.343126354882,0.371326186702,0.0281998318201,17.9269101095,23.0465964937,0.371007023257,0.236539589649
0,2,2,2,0.343277667697,0.371326186702,0.0280485190049,18.3316227588,23.5667960029,0.371007023257,0.236539589649
0,2,2,3,0.343278305771,0.371326186702,0.028047880931,18.5709871624,23.8727059944,0.371007023257,0.236539589649
0,2,2,4,0.343278305771,0.371326186702,0.028047880931,18.626456983,23.9478062354,0.371007023257,0.236539589649
0,2,2,5,0.343278305771,0.371326186702,0.028047880931,18.626456983,23.9478062354,0.371007023257,0.236539589649
0,2,8,0,0.495962842657,0.595078731531,0.0991158888743,23.967392533,24.1199894833,0.594120853542,0.236539589649
0,2,8,1,0.518743420019,0.595078731531,0.0763353115124,24.1651797508,24.3220554559,0.594120853542,0.236539589649
0,2,8,2,0.521561669864,0.595078731531,0.0735170616674,25.2691992423,25.4329419531,0.594120853542,0.236539589649
0,2,8,3,0.520447673452,0.595078731531,0.0746310580796,25.8051832121,25.9679496551,0.594120853542,0.236539589649
0,2,8,4,0.520412605044,0.595078731531,0.074666126487,25.7131161182,25.8784941683,0.594120853542,0.236539589649
0,2,8,5,0.520412605044,0.595078731531,0.074666126487,25.7131161182,25.8784941683,0.594120853542,0.236539589649
0,2,32,0,0.532441425598,0.70316674289,0.170725317292,24.7689063156,24.8948920109,0.701847311762,0.236539589649
0,2,32,1,0.582990919517,0.70316674289,0.120175823373,25.39344783,25.5150260586,0.701847311762,0.236539589649
0,2,32,2,0.578357842492,0.70316674289,0.124808900398,26.9508291714,27.0922036557,0.701847311762,0.236539589649
0,2,32,3,0.585234599973,0.70316674289,0.117932142916,27.5017817284,27.6422921394,0.701847311762,0.236539589649
0,2,32,4,0.576181705373,0.70316674289,0.126985037517,27.2942244891,27.4377256154,0.701847311762,0.236539589649
0,2,32,5,0.576181705373,0.70316674289,0.126985037517,27.2942244891,27.4377256154,0.701847311762,0.236539589649
1,0,2,0,0.741997491805,0.767717168315,0.0257196765094,21.5729139011,28.770695529,0.767120315807,0.570344181764
1,0,2,1,0.742698738603,0.767717168315,0.0250184297113,21.873736352,29.1619699863,0.767120315807,0.570344181764
1,0,2,2,0.741947141816,0.767717168315,0.0257700264986,21.8476461543,29.147068842,0.767120315807,0.570344181764
1,0,2,3,0.741947141816,0.767717168315,0.0257700264986,21.7782184327,29.0648606468,0.767120315807,0.570344181764
1,0,2,4,0.741947141816,0.767717168315,0.0257700264986,21.6895357045,28.9603563461,0.767120315807,0.570344181764
1,0,2,5,0.741947141816,0.767717168315,0.0257700264986,21.6895357045,28.9603563461,0.767120315807,0.570344181764
1,0,8,0,0.844771011919,0.927887170896,0.0831161589771,30.8440925066,31.1109507854,0.926689740315,0.570344181764
1,0,8,1,0.846961943138,0.927887170896,0.0809252277583,29.5230991755,29.7349609373,0.926689740315,0.570344181764
1,0,8,2,0.847409843199,0.927887170896,0.0804773276978,29.4698519815,29.6916142979,0.926689740315,0.570344181764
1,0,8,3,0.848500248656,0.927887170896,0.0793869222404,29.2806869262,29.5269772299,0.926689740315,0.570344181764
1,0,8,4,0.84742108537,0.927887170896,0.0804660855258,29.0849826029,29.3502318103,0.926689740315,0.570344181764
1,0,8,5,0.84742108537,0.927887170896,0.0804660855258,29.0849826029,29.3502318103,0.926689740315,0.570344181764
1,0,32,0,0.694817080991,0.942132787448,0.247315706458,31.7531881388,31.9018243631,0.939313427826,0.570344181764
1,0,32,1,0.728097118174,0.942132787448,0.214035669274,30.3001331175,30.4220502698,0.939313427826,0.570344181764
1,0,32,2,0.72809654182,0.942132787448,0.214036245629,30.3374647661,30.4708774005,0.939313427826,0.570344181764
1,0,32,3,0.72809654182,0.942132787448,0.214036245629,30.0813139021,30.2239129579,0.939313427826,0.570344181764
1,0,32,4,0.72809654034,0.942132787448,0.214036247108,29.8627058324,30.0151050737,0.939313427826,0.570344181764
1,0,32,5,0.72809654034,0.942132787448,0.214036247108,29.8627058324,30.0151050737,0.939313427826,0.570344181764
1,1,2,0,0.740545846806,0.767717168315,0.0271713215082,21.4334146532,28.5781220577,0.767620018961,0.570344181764
1,1,2,1,0.741369821513,0.767717168315,0.0263473468014,21.9552599067,29.2589931712,0.767620018961,0.570344181764
1,1,2,2,0.741544184011,0.767717168315,0.0261729843039,21.9242971741,29.2380809511,0.767620018961,0.570344181764
1,1,2,3,0.741544184011,0.767717168315,0.0261729843039,21.8503868691,29.1490310564,0.767620018961,0.570344181764
1,1,2,4,0.741544184011,0.767717168315,0.0261729843039,21.7592030069,29.0414768461,0.767620018961,0.570344181764
1,1,2,5,0.741544184011,0.767717168315,0.0261729843039,21.7592030069,29.0414768461,0.767620018961,0.570344181764
1,1,8,0,0.861290304112,0.927887170896,0.066596866784,30.6832007221,30.9606342922,0.927615144013,0.570344181764
1,1,8,1,0.858670407263,0.927887170896,0.0692167636335,29.6787587388,29.8992031522,0.927615144013,0.570344181764
1,1,8,2,0.859086540132,0.927887170896,0.0688006307645,29.623608161,29.8538488784,0.927615144013,0.570344181764
1,1,8,3,0.858256735563,0.927887170896,0.0696304353338,29.4140180027,29.6680278603,0.927615144013,0.570344181764
1,1,8,4,0.859086540132,0.927887170896,0.0688006307645,29.2117916569,29.4843585344,0.927615144013,0.570344181764
1,1,8,5,0.859086540132,0.927887170896,0.0688006307645,29.2117916569,29.4843585344,0.927615144013,0.570344181764
1,1,32,0,0.740229977779,0.942132787448,0.201902809669,31.5676305414,31.7107731355,0.941402188189,0.570344181764
1,1,32,1,0.747635544987,0.942132787448,0.194497242462,30.2073460441,30.332266322,0.941402188189,0.570344181764
1,1,32,2,0.747635475306,0.942132787448,0.194497312142,30.238070045,30.3751845905,0.941402188189,0.570344181764
1,1,32,3,0.747634135726,0.942132787448,0.194498651723,29.9664479696,30.1115698397,0.941402188189,0.570344181764
1,1,32,4,0.747634135726,0.942132787448,0.194498651723,29.7405295284,29.8921576925,0.941402188189,0.570344181764
1,1,32,5,0.747634135726,0.942132787448,0.194498651723,29.7405295284,29.8921576925,0.941402188189,0.570344181764
1,2,2,0,0.741272078979,0.767717168315,0.0264450893355,21.3764695295,28.5147579011,0.767082035001,0.570344181764
1,2,2,1,0.741176525844,0.767717168315,0.0265406424712,21.8865798057,29.1806110283,0.767082035001,0.570344181764
1,2,2,2,0.741176525844,0.767717168315,0.0265406424712,21.8565579327,29.1613280011,0.767082035001,0.570344181764
1,2,2,3,0.741176525844,0.767717168315,0.0265406424712,21.78534264,29.0763490862,0.767082035001,0.570344181764
1,2,2,4,0.741176525844,0.767717168315,0.0265406424712,21.6959705008,28.9715636672,0.767082035001,0.570344181764
1,2,2,5,0.741176525844,0.767717168315,0.0265406424712,21.6959705008,28.9715636672,0.767082035001,0.570344181764
1,2,8,0,0.847445699302,0.927887170896,0.0804414715947,30.6387053267,30.9128759147,0.923342965929,0.570344181764
1,2,8,1,0.84691452277,0.927887170896,0.0809726481258,29.4837114416,29.7053107107,0.923342965929,0.570344181764
1,2,8,2,0.845899123051,0.927887170896,0.0819880478454,29.4277322069,29.6606790645,0.923342965929,0.570344181764
1,2,8,3,0.845899089678,0.927887170896,0.0819880812188,29.2312923728,29.488908306,0.923342965929,0.570344181764
1,2,8,4,0.845899089678,0.927887170896,0.0819880812188,29.035074533,29.311947236,0.923342965929,0.570344181764
1,2,8,5,0.845899089678,0.927887170896,0.0819880812188,29.035074533,29.311947236,0.923342965929,0.570344181764
1,2,32,0,0.700369060285,0.942132787448,0.241763727163,31.5425534483,31.6853425448,0.924431351791,0.570344181764
1,2,32,1,0.716185598066,0.942132787448,0.225947189382,30.0191115696,30.1356680167,0.924431351791,0.570344181764
1,2,32,2,0.720959512764,0.942132787448,0.221173274684,30.055924804,30.1871405747,0.924431351791,0.570344181764
1,2,32,3,0.720647309992,0.942132787448,0.221485477456,29.8001355026,29.9389311504,0.924431351791,0.570344181764
1,2,32,4,0.720647309992,0.942132787448,0.221485477456,29.5840205326,29.7311137387,0.924431351791,0.570344181764
1,2,32,5,0.720647309992,0.942132787448,0.221485477456,29.5840205326,29.7311137387,0.924431351791,0.570344181764
2,0,2,0,0.636599231994,0.654942748094,0.0183435161002,20.9481390594,27.0471842244,0.654388291454,0.474979814844
2,0,2,1,0.636380045041,0.654942748094,0.0185627030531,20.4857077391,26.4562031753,0.654388291454,0.474979814844
2,0,2,2,0.636344805989,0.654942748094,0.0185979421054,21.2120344549,27.3759842692,0.654388291454,0.474979814844
2,0,2,3,0.636344805989,0.654942748094,0.0185979421054,21.573943331,27.839227617,0.654388291454,0.474979814844
2,0,2,4,0.636344805989,0.654942748094,0.0185979421054,21.4164300221,27.664433426,0.654388291454,0.474979814844
2,0,2,5,0.636344805989,0.654942748094,0.0185979421054,21.4164300221,27.664433426,0.654388291454,0.474979814844
2,0,8,0,0.763683213286,0.796664053932,0.0329808406458,27.6749256595,27.8277762788,0.796255909093,0.474979814844
2,0,8,1,0.763151694995,0.796664053932,0.0335123589373,27.2328413453,27.388858555,0.796255909093,0.474979814844
2,0,8,2,0.76260128065,0.796664053932,0.0340627732816,28.3797134628,28.5406938684,0.796255909093,0.474979814844
2,0,8,3,0.762623260585,0.796664053932,0.0340407933467,28.8301083298,28.9943251942,0.796255909093,0.474979814844
2,0,8,4,0.762623260585,0.796664053932,0.0340407933467,28.5331629959,28.7036399325,0.796255909093,0.474979814844
2,0,8,5,0.762623260585,0.796664053932,0.0340407933467,28.5331629959,28.7036399325,0.796255909093,0.474979814844
2,0,32,0,0.754343400601,0.826291272798,0.0719478721968,27.8447577467,27.8807101332,0.826192337586,0.474979814844
2,0,32,1,0.755629370685,0.826291272798,0.0706619021133,27.52513924,27.5731840051,0.826192337586,0.474979814844
2,0,32,2,0.752259917986,0.826291272798,0.0740313548121,28.7283887683,28.7767389637,0.826192337586,0.474979814844
2,0,32,3,0.752272092565,0.826291272798,0.0740191802338,29.1718394574,29.2242732546,0.826192337586,0.474979814844
2,0,32,4,0.752272092565,0.826291272798,0.0740191802338,28.8773098982,28.9320874082,0.826192337586,0.474979814844
2,0,32,5,0.752272092565,0.826291272798,0.0740191802338,28.8773098982,28.9320874082,0.826192337586,0.474979814844
2,1,2,0,0.636671716572,0.654942748094,0.0182710315224,20.669897851,26.6813032294,0.654846295624,0.474979814844
2,1,2,1,0.63528272298,0.654942748094,0.0196600251145,20.3733885528,26.3011282897,0.654846295624,0.474979814844
2,1,2,2,0.635637036031,0.654942748094,0.0193057120626,21.3603798496,27.5474626457,0.654846295624,0.474979814844
2,1,2,3,0.635637036031,0.654942748094,0.0193057120626,21.4518487483,27.672414883,0.654846295624,0.474979814844
2,1,2,4,0.635637036031,0.654942748094,0.0193057120626,21.2990434659,27.5020140095,0.654846295624,0.474979814844
2,1,2,5,0.635637036031,0.654942748094,0.0193057120626,21.2990434659,27.5020140095,0.654846295624,0.474979814844
2,1,8,0,0.75773736299,0.796664053932,0.038926690942,27.5406768557,27.6820842571,0.796645810073,0.474979814844
2,1,8,1,0.756827928808,0.796664053932,0.0398361251239,27.2489778274,27.397972493,0.796645810073,0.474979814844
2,1,8,2,0.756746444262,0.796664053932,0.0399176096697,28.6789146498,28.8308344205,0.796645810073,0.474979814844
2,1,8,3,0.756763381653,0.796664053932,0.0399006722788,28.7228393969,28.8777795999,0.796645810073,0.474979814844
2,1,8,4,0.756763381653,0.796664053932,0.0399006722788,28.4321844395,28.5926259789,0.796645810073,0.474979814844
2,1,8,5,0.756763381653,0.796664053932,0.0399006722788,28.4321844395,28.5926259789,0.796645810073,0.474979814844
2,1,32,0,0.736062654805,0.826291272798,0.0902286179931,27.7748767962,27.8096097826,0.826118042892,0.474979814844
2,1,32,1,0.738227880933,0.826291272798,0.0880633918655,27.6944888019,27.7495469633,0.826118042892,0.474979814844
2,1,32,2,0.738054533904,0.826291272798,0.0882367388947,29.1142970621,29.166907268,0.826118042892,0.474979814844
2,1,32,3,0.738054503376,0.826291272798,0.0882367694221,29.1282822287,29.1834690456,0.826118042892,0.474979814844
2,1,32,4,0.738054503376,0.826291272798,0.0882367694221,28.838223631,28.8957495451,0.826118042892,0.474979814844
2,1,32,5,0.738054503376,0.826291272798,0.0882367694221,28.838223631,28.8957495451,0.826118042892,0.474979814844
2,2,2,0,0.636071675337,0.654942748094,0.0188710727572,20.9816378358,27.094172808,0.654780850632,0.474979814844
2,2,2,1,0.636277400934,0.654942748094,0.0186653471597,20.4479519329,26.4124090679,0.654780850632,0.474979814844
2,2,2,2,0.636329132162,0.654942748094,0.0186136159316,21.4890164891,27.7262717112,0.654780850632,0.474979814844
2,2,2,3,0.636329132162,0.654942748094,0.0186136159316,21.5068667798,27.7596581436,0.654780850632,0.474979814844
2,2,2,4,0.636329132162,0.654942748094,0.0186136159316,21.3586444823,27.5961711305,0.654780850632,0.474979814844
2,2,2,5,0.636329132162,0.654942748094,0.0186136159316,21.3586444823,27.5961711305,0.654780850632,0.474979814844
2,2,8,0,0.757446689691,0.796664053932,0.039217364241,27.7036181517,27.8696501967,0.796458125196,0.474979814844
2,2,8,1,0.758272641666,0.796664053932,0.0383914122661,26.7174302817,26.8862689716,0.796458125196,0.474979814844
2,2,8,2,0.756288048977,0.796664053932,0.0403760049549,28.9571536754,29.1292191301,0.796458125196,0.474979814844
2,2,8,3,0.756908386658,0.796664053932,0.0397556672737,28.9088771733,29.0841124138,0.796458125196,0.474979814844
2,2,8,4,0.756908386658,0.796664053932,0.0397556672737,28.6157636241,28.7983859424,0.796458125196,0.474979814844
2,2,8,5,0.756908386658,0.796664053932,0.0397556672737,28.6157636241,28.7983859424,0.796458125196,0.474979814844
2,2,32,0,0.73228011874,0.826291272798,0.0940111540587,27.8544825085,27.9466583414,0.825633985038,0.474979814844
2,2,32,1,0.732543469904,0.826291272798,0.0937478028944,27.159738729,27.2567812632,0.825633985038,0.474979814844
2,2,32,2,0.72266117619,0.826291272798,0.103630096608,29.490813446,29.5867508192,0.825633985038,0.474979814844
2,2,32,3,0.720409467953,0.826291272798,0.105881804846,29.4433580814,29.5418048801,0.825633985038,0.474979814844
2,2,32,4,0.720409467953,0.826291272798,0.105881804846,29.1391035198,29.2441133104,0.825633985038,0.474979814844
2,2,32,5,0.720409467953,0.826291272798,0.105881804846,29.1391035198,29.2441133104,0.825633985038,0.474979814844
3,0,2,0,0.522766566759,0.559319224606,0.0365526578467,18.8058961106,24.8873357723,0.558891175327,0.372891112613
3,0,2,1,0.523004575674,0.559319224606,0.0363146489315,19.5150430558,25.8271827948,0.558891175327,0.372891112613
3,0,2,2,0.523004575674,0.559319224606,0.0363146489315,19.5867371189,25.9259780513,0.558891175327,0.372891112613
3,0,2,3,0.523198544298,0.559319224606,0.0361206803074,19.4026073015,25.7129330813,0.558891175327,0.372891112613
3,0,2,4,0.523198544298,0.559319224606,0.0361206803074,19.5313313758,25.8982705458,0.558891175327,0.372891112613
3,0,2,5,0.523198544298,0.559319224606,0.0361206803074,19.5313313758,25.8982705458,0.558891175327,0.372891112613
3,0,8,0,0.62611033121,0.788971345495,0.162861014285,26.1599492274,26.3606845927,0.787511071928,0.372891112613
3,0,8,1,0.613038969056,0.788971345495,0.175932376439,28.1806381458,28.3843402703,0.787511071928,0.372891112613
3,0,8,2,0.626914073117,0.788971345495,0.162057272378,28.3252179521,28.5430006344,0.787511071928,0.372891112613
3,0,8,3,0.626914073117,0.788971345495,0.162057272378,28.0665441884,28.2955721274,0.787511071928,0.372891112613
3,0,8,4,0.626914073117,0.788971345495,0.162057272378,28.261640232,28.5008029448,0.787511071928,0.372891112613
3,0,8,5,0.626914073117,0.788971345495,0.162057272378,28.261640232,28.5008029448,0.787511071928,0.372891112613
3,0,32,0,0.490019631809,0.83164102274,0.341621390931,27.1393639287,27.2687769984,0.825987900683,0.372891112613
3,0,32,1,0.471397026958,0.83164102274,0.360243995782,29.9124652136,30.0154952113,0.825987900683,0.372891112613
3,0,32,2,0.47406711107,0.83164102274,0.35757391167,30.1873325938,30.3015046054,0.825987900683,0.372891112613
3,0,32,3,0.474067114162,0.83164102274,0.357573908578,30.0467247526,30.1585468227,0.825987900683,0.372891112613
3,0,32,4,0.474067114162,0.83164102274,0.357573908578,30.1127313501,30.2355933005,0.825987900683,0.372891112613
3,0,32,5,0.474067114162,0.83164102274,0.357573908578,30.1127313501,30.2355933005,0.825987900683,0.372891112613
3,1,2,0,0.522708460716,0.559319224606,0.0366107638893,18.7266830723,24.8064923954,0.558742372707,0.372891112613
3,1,2,1,0.523335848798,0.559319224606,0.0359833758078,19.3740557098,25.6662491081,0.558742372707,0.372891112613
3,1,2,2,0.524389106518,0.559319224606,0.0349301180875,19.5090986445,25.8478583651,0.558742372707,0.372891112613
3,1,2,3,0.524389106518,0.559319224606,0.0349301180875,19.3383444567,25.652895712,0.558742372707,0.372891112613
3,1,2,4,0.524389106518,0.559319224606,0.0349301180875,19.4563954343,25.8256924465,0.558742372707,0.372891112613
3,1,2,5,0.524389106518,0.559319224606,0.0349301180875,19.4563954343,25.8256924465,0.558742372707,0.372891112613
3,1,8,0,0.62391862614,0.788971345495,0.165052719355,26.2020574984,26.4085657196,0.786255297186,0.372891112613
3,1,8,1,0.612498617039,0.788971345495,0.176472728456,27.996477991,28.2353159632,0.786255297186,0.372891112613
3,1,8,2,0.626598039099,0.788971345495,0.162373306395,28.2651006389,28.5018654846,0.786255297186,0.372891112613
3,1,8,3,0.626546313941,0.788971345495,0.162425031554,28.1355611005,28.3849387846,0.786255297186,0.372891112613
3,1,8,4,0.626546313941,0.788971345495,0.162425031554,28.1682881142,28.4279392017,0.786255297186,0.372891112613
3,1,8,5,0.626546313941,0.788971345495,0.162425031554,28.1682881142,28.4279392017,0.786255297186,0.372891112613
3,1,32,0,0.485565623811,0.83164102274,0.346075398929,27.2150567282,27.363044208,0.818002324418,0.372891112613
3,1,32,1,0.461438097988,0.83164102274,0.370202924751,29.7519945396,29.8816158553,0.818002324418,0.372891112613
3,1,32,2,0.474060792569,0.83164102274,0.35758023017,30.1470270567,30.2878834934,0.818002324418,0.372891112613
3,1,32,3,0.474067483154,0.83164102274,0.357573539586,30.0116981384,30.1523407121,0.818002324418,0.372891112613
3,1,32,4,0.474067483154,0.83164102274,0.357573539586,29.9436810292,30.0949154632,0.818002324418,0.372891112613
3,1,32,5,0.474067483154,0.83164102274,0.357573539586,29.9436810292,30.0949154632,0.818002324418,0.372891112613
3,2,2,0,0.521634869049,0.559319224606,0.0376843555569,18.7977628495,24.88398613,0.558849277035,0.372891112613
3,2,2,1,0.522579257683,0.559319224606,0.0367399669228,19.4944388256,25.8083240428,0.558849277035,0.372891112613
3,2,2,2,0.522579257683,0.559319224606,0.0367399669228,19.5757386605,25.9185495456,0.558849277035,0.372891112613
3,2,2,3,0.522579257683,0.559319224606,0.0367399669228,19.3780944073,25.6893343446,0.558849277035,0.372891112613
3,2,2,4,0.522579257683,0.559319224606,0.0367399669228,19.5144979524,25.8865698385,0.558849277035,0.372891112613
3,2,2,5,0.522579257683,0.559319224606,0.0367399669228,19.5144979524,25.8865698385,0.558849277035,0.372891112613
3,2,8,0,0.622599370208,0.788971345495,0.166371975287,26.3105506161,26.5061964006,0.784500984323,0.372891112613
3,2,8,1,0.612951462671,0.788971345495,0.176019882824,28.3069434718,28.5225033473,0.784500984323,0.372891112613
3,2,8,2,0.627014894845,0.788971345495,0.16195645065,28.4816342599,28.7054872913,0.784500984323,0.372891112613
3,2,8,3,0.627014894845,0.788971345495,0.16195645065,28.2683225785,28.5047195857,0.784500984323,0.372891112613
3,2,8,4,0.627014894845,0.788971345495,0.16195645065,28.420050254,28.667098651,0.784500984323,0.372891112613
3,2,8,5,0.627014894845,0.788971345495,0.16195645065,28.420050254,28.667098651,0.784500984323,0.372891112613
3,2,32,0,0.48857575916,0.83164102274,0.343065263579,27.3066099696,27.4437352461,0.830954805678,0.372891112613
3,2,32,1,0.462661527292,0.83164102274,0.368979495447,30.0962640655,30.194055424,0.830954805678,0.372891112613
3,2,32,2,0.476398162497,0.83164102274,0.355242860243,30.4337989791,30.5442913669,0.830954805678,0.372891112613
3,2,32,3,0.491154669916,0.83164102274,0.340486352823,30.2535092646,30.3623236589,0.830954805678,0.372891112613
3,2,32,4,0.491154669916,0.83164102274,0.340486352823,30.318662006,30.4392342825,0.830954805678,0.372891112613
3,2,32,5,0.491154669916,0.83164102274,0.340486352823,30.318662006,30.4392342825,0.830954805678,0.372891112613
4,0,2,0,0.53819183262,0.564048470144,0.0258566375248,18.5207839502,26.3010746639,0.562851772296,0.41313715332
4,0,2,1,0.540402533832,0.564048470144,0.0236459363128,18.4282661681,26.1967004093,0.562851772296,0.41313715332
4,0,2,2,0.540333739922,0.564048470144,0.0237147302228,18.7718745851,26.6856286881,0.562851772296,0.41313715332
4,0,2,3,0.540333739922,0.564048470144,0.0237147302228,18.7378477061,26.6378051855,0.562851772296,0.41313715332
4,0,2,4,0.540333739922,0.564048470144,0.0237147302228,18.6634409295,26.5397882998,0.562851772296,0.41313715332
4,0,2,5,0.540333739922,0.564048470144,0.0237147302228,18.6634409295,26.5397882998,0.562851772296,0.41313715332
4,0,8,0,0.66029188898,0.729725992867,0.069434103887,26.885727101,27.255961504,0.728612710882,0.41313715332
4,0,8,1,0.670004426737,0.729725992867,0.0597215661296,26.9917244747,27.3848491173,0.728612710882,0.41313715332
4,0,8,2,0.660151355026,0.729725992867,0.0695746378408,27.8165942807,28.2262440256,0.728612710882,0.41313715332
4,0,8,3,0.659712636956,0.729725992867,0.070013355911,27.691240363,28.1045427766,0.728612710882,0.41313715332
4,0,8,4,0.659712636956,0.729725992867,0.070013355911,27.5114160336,27.9297251412,0.728612710882,0.41313715332
4,0,8,5,0.659712636956,0.729725992867,0.070013355911,27.5114160336,27.9297251412,0.728612710882,0.41313715332
4,0,32,0,0.677929931234,0.816128855003,0.138198923769,27.7714976264,28.0065013354,0.812354009075,0.41313715332
4,0,32,1,0.672056489743,0.816128855003,0.14407236526,28.1757598983,28.3708325398,0.812354009075,0.41313715332
4,0,32,2,0.670014949128,0.816128855003,0.146113905875,29.3415145831,29.5753765562,0.812354009075,0.41313715332
4,0,32,3,0.670014949128,0.816128855003,0.146113905875,29.1634001463,29.4070041034,0.812354009075,0.41313715332
4,0,32,4,0.670014949128,0.816128855003,0.146113905875,28.8859412102,29.1336506417,0.812354009075,0.41313715332
4,0,32,5,0.670014949128,0.816128855003,0.146113905875,28.8859412102,29.1336506417,0.812354009075,0.41313715332
4,1,2,0,0.537864981235,0.564048470144,0.0261834889096,17.9392239847,25.4742176911,0.563424971595,0.41313715332
4,1,2,1,0.53895535958,0.564048470144,0.0250931105647,17.8619972199,25.3902255435,0.563424971595,0.41313715332
4,1,2,2,0.539003292097,0.564048470144,0.0250451780476,18.1636125924,25.8218516206,0.563424971595,0.41313715332
4,1,2,3,0.539003292097,0.564048470144,0.0250451780476,18.1323547398,25.7783915419,0.563424971595,0.41313715332
4,1,2,4,0.539003292097,0.564048470144,0.0250451780476,18.0639510055,25.6888404689,0.563424971595,0.41313715332
4,1,2,5,0.539003292097,0.564048470144,0.0250451780476,18.0639510055,25.6888404689,0.563424971595,0.41313715332
4,1,8,0,0.659443203532,0.729725992867,0.0702827893351,26.2255363995,26.5908987993,0.729052609599,0.41313715332
4,1,8,1,0.667318014846,0.729725992867,0.0624079780207,26.2073294753,26.5892561948,0.729052609599,0.41313715332
