actions,seed,k,envelope,robust,ratio,ambiguity,enumeration_error,menus_enumerated,vertices_checked
4,14,2,0.793128362762,0.78989635571,1.00409168498,0.529659552436,1.11022302463e-16,16,16
4,14,3,1.18708620884,1.18440909718,1.00226029305,0.769308644619,1.55431223448e-15,64,16
4,14,8,1.67765092895,1.67738734534,1.00015713938,0.992578355193,0,0,16
4,14,64,2.3425924443,2.3425924443,1,1,0,0,16
4,15,1,0,0,,0,0,4,16
4,15,2,0.82373156018,0.789932796579,1.04278688484,0.306514340123,4.4408920985e-16,16,16
4,15,3,1.22278624454,1.19365540158,1.02440473434,0.439217948217,8.881784197e-16,64,16
4,15,8,2.26546205989,2.23881119969,1.01190402308,0.787388650755,0,0,16
4,15,64,3.23262986016,3.23262462561,1.00000161929,0.999995824664,0,0,16
4,16,1,0,0,,0,0,4,16
4,16,2,0.00496751411867,0.00496297658193,1.00091427728,0.00409873585254,7.6327832943e-17,16,16
4,16,3,0.00801567677103,0.00801500443184,1.00008388507,0.00645789641422,9.02056207508e-17,64,16
4,16,8,0.021411616157,0.0214116161466,1.00000000049,0.0171984514249,0,0,16
4,16,64,0.163417662163,0.163417662163,1,0.129584419695,0,0,16
4,17,1,0,1.11022302463e-16,,0,0,4,16
4,17,2,0.595251020965,0.56696460106,1.04989098059,0.434448717649,3.33066907388e-16,16,16
4,17,3,0.991346290172,0.972976860063,1.01887961663,0.636629759525,7.77156117238e-16,64,16
4,17,8,1.87609791546,1.87493115684,1.00062229411,0.942417948928,0,0,16
4,17,64,2.09530295565,2.09530295561,1.00000000002,0.99999999988,0,0,16
4,18,1,0,0,,0,0,4,16
4,18,2,0.274764119838,0.272847763232,1.0070235379,0.182963966344,7.21644966006e-16,16,16
4,18,3,0.515711108548,0.515422586599,1.00055977746,0.271248409533,1.33226762955e-15,64,16
4,18,8,1.86451832807,1.86451832232,1.00000000308,0.570952986549,0,0,16
4,18,64,4.59333147222,4.59333147222,1,0.998851743163,0,0,16
4,19,1,0,3.33066907388e-16,,0,0,4,16
4,19,2,0.702299241064,0.648065985939,1.08368477331,0.421988517129,4.4408920985e-16,16,16
4,19,3,1.04996062922,0.978078262481,1.07349347132,0.600917164402,4.4408920985e-16,64,16
4,19,8,1.73235828942,1.66391955849,1.04113103339,0.917969865925,0,0,16
4,19,64,1.86041778076,1.86039730881,1.00001100408,0.99999999795,0,0,16
5,0,1,0,2.22044604925e-16,,0,0,5,32
5,0,2,0.615910860664,0.574180935014,1.07267730972,0.593263302746,1.11022302463e-16,25,32
5,0,3,0.821827358587,0.784517867518,1.04755722287,0.811139460525,5.55111512313e-16,125,32
5,0,8,0.776807194331,0.771198563657,1.00727261556,0.993159642484,0,0,32
5,0,64,0.420783637342,0.420783637339,1.00000000001,1,0,0,32
5,1,1,0,1.11022302463e-16,,0,0,5,32
5,1,2,1.57933379655,1.44478190891,1.09312954904,0.675350509089,4.4408920985e-16,25,32
5,1,3,2.35174296584,2.24914112669,1.04561823086,0.880004166748,4.4408920985e-16,125,32
5,1,8,3.37713331118,3.37036196211,1.0020090866,0.998716778862,0,0,32
5,1,64,3.57735662708,3.57735662708,1,1,0,0,32
5,2,1,0,2.22044604925e-16,,0,0,5,32
5,2,2,0.597928411317,0.535109262697,1.11739499388,0.515514338729,2.22044604925e-16,25,32
5,2,3,0.860113104875,0.802216812118,1.07217038073,0.701764578709,7.77156117238e-16,125,32
5,2,8,1.57412993146,1.52875545915,1.02968066086,0.963172880792,0,0,32
5,2,64,2.92749387577,2.9160718149,1.00391693401,0.999999999997,0,0,32
5,3,1,0,5.55111512313e-17,,0,0,5,32
5,3,2,0.229126660556,0.12209040766,1.87669666232,0.374482631341,5.55111512313e-17,25,32
5,3,3,0.231528488699,0.146497437454,1.58042688475,0.489962143289,5.55111512313e-17,125,32
5,3,8,0.144518045718,0.141315182801,1.0226646766,0.420547633482,0,0,32
5,3,64,0.000464477864539,0.00046447786454,1,0.00137385176793,0,0,32
5,4,1,0,2.22044604925e-16,,0,0,5,32
5,4,2,0.867470800338,0.685101792386,1.26619257164,0.518564939721,1.11022302463e-16,25,32
5,4,3,1.20293701717,0.967176743285,1.24376131407,0.721626774744,3.33066907388e-16,125,32
5,4,8,1.61834257103,1.48212897094,1.09190401292,0.971655747667,0,0,32
5,4,64,0.660203199473,0.660202747509,1.00000068458,1,0,0,32
5,5,1,0,0,,0,0,5,32
5,5,2,0.154356169616,0.122614765566,1.25887097613,0.281104327684,2.22044604925e-16,25,32
5,5,3,0.252420386258,0.201407223347,1.25328368101,0.442528393981,3.33066907388e-16,125,32
5,5,8,0.511432183387,0.44477812418,1.14985912207,0.807556905585,0,0,32
5,5,64,0.741758218978,0.741547098151,1.00028470319,0.999998122449,0,0,32
5,6,1,0,2.77555756156e-16,,0,0,5,32
5,6,2,0.856680081084,0.85606803757,1.00071494728,0.501837633294,1.55431223448e-15,25,32
5,6,3,1.36409446492,1.36358301378,1.00037507884,0.751040617473,1.7763568394e-15,125,32
5,6,8,2.42434971722,2.42430827929,1.00001709268,0.992133402081,0,0,32
5,6,64,4.03511967622,4.03511967622,1,1,0,0,32
5,7,1,0,2.77555756156e-17,,0,0,5,32
5,7,2,0.545316093455,0.531292163043,1.02639589173,0.51026953519,1.11022302463e-16,25,32
5,7,3,0.806745710689,0.792023750367,1.01858777633,0.709019303269,2.22044604925e-16,125,32
5,7,8,1.27782605046,1.26917180871,1.00681881026,0.967592502084,0,0,32
5,7,64,1.69133749643,1.69133749081,1.00000000332,0.999999999999,0,0,32
5,8,1,0,2.22044604925e-16,,0,0,5,32
5,8,2,0.890822403627,0.756857112896,1.17700208989,0.672053812646,3.33066907388e-16,25,32
5,8,3,1.29626616638,1.18964142407,1.08962763077,0.877246216588,5.55111512313e-16,125,32
5,8,8,1.79611615557,1.78737852624,1.00488851645,0.998372876782,0,0,32
5,8,64,1.7848741358,1.78487391013,1.00000012643,1,0,0,32
5,9,1,0,4.02455846427e-16,,0,0,5,32
5,9,2,0.575716113679,0.547164784565,1.05218049465,0.452055236459,4.4408920985e-16,25,32
5,9,3,0.861460920107,0.842203892103,1.02286504276,0.683424949823,4.4408920985e-16,125,32
5,9,8,1.32080873625,1.3203610413,1.0003390701,0.969768007415,0,0,32
5,9,64,1.99840638556,1.99840638556,1,0.999999999999,0,0,32
5,10,1,0,3.33066907388e-16,,0,0,5,32
5,10,2,0.909559697906,0.777042048119,1.17054115682,0.645910211431,2.22044604925e-16,25,32
5,10,3,1.29582002685,1.16043003906,1.11667225359,0.855815163553,4.4408920985e-16,125,32
5,10,8,1.83867412156,1.79866686036,1.02224272993,0.996716658005,0,0,32
5,10,64,2.13570846018,2.1357084588,1.00000000064,1,0,0,32
5,11,1,0,1.11022302463e-16,,0,0,5,32
5,11,2,0.811251820449,0.726987891107,1.1159082983,0.538082973636,1.11022302463e-16,25,32
5,11,3,1.19646764542,1.10823229935,1.07961809643,0.722784601654,2.22044604925e-16,125,32
5,11,8,2.10106933681,1.97762311794,1.0624215088,0.969258227445,0,0,32
5,11,64,3.26401004441,3.26400187351,1.00000250334,0.999999999999,0,0,32
5,12,1,0,0,,0,0,5,32
5,12,2,0.230429580282,0.220739897289,1.04389638263,0.234016020499,1.94289029309e-16,25,32
5,12,3,0.347215330606,0.321650999533,1.07947847546,0.350657719157,2.22044604925e-16,125,32
5,12,8,0.621055058881,0.472836842989,1.31346587748,0.68694285562,0,0,32
5,12,64,0.731698903046,0.707988242744,1.03349018934,0.99990774545,0,0,32
5,13,1,0,0,,0,0,5,32
5,13,2,0.379104809199,0.359912243809,1.05332568069,0.219881051483,4.99600361081e-16,25,32
5,13,3,0.557049945041,0.529455229357,1.05211907288,0.302192153762,9.99200722163e-16,125,32
5,13,8,1.31144306574,1.25794810498,1.04252557045,0.602384785765,0,0,32
5,13,64,4.27391480259,4.26121219191,1.00298098525,0.999374098732,0,0,32
5,14,1,0,4.4408920985e-16,,0,0,5,32
5,14,2,0.358728880733,0.197920826101,1.81248677969,0.224207744611,8.32667268469e-17,25,32
5,14,3,0.513776661753,0.296849112993,1.73076704381,0.32089975025,2.22044604925e-16,125,32
5,14,8,0.960272390534,0.666421641671,1.44093818461,0.594595579507,0,0,32
5,14,64,1.26058025698,1.25866235312,1.00152376358,0.854341598242,0,0,32
5,15,1,0,0,,0,0,5,32
5,15,2,0.310315475443,0.308993536983,1.00427820748,0.233407925095,8.881784197e-16,25,32
5,15,3,0.51832372806,0.517924163481,1.00077147314,0.346804581894,1.33226762955e-15,125,32
5,15,8,1.34124327251,1.34064341841,1.00044743747,0.681233994072,0,0,32
5,15,64,2.46447635026,2.45389327254,1.00431277017,0.999893395526,0,0,32
5,16,1,0,2.22044604925e-16,,0,0,5,32
5,16,2,0.567381735698,0.492916181335,1.15107143401,0.614498234027,2.22044604925e-16,25,32
5,16,3,0.781616945349,0.738548550945,1.05831491288,0.818764058818,5.55111512313e-16,125,32
5,16,8,1.09455124589,1.09352397462,1.00093941358,0.992443322386,0,0,32
5,16,64,1.28364277419,1.28364277419,1,1,0,0,32
